inv_num,pnum_str
04873672-5,"6815742, 6967371, 6512257, 6288925, 6069813"
04873696-2,"6865667, 6859875, 6389061, 6385235, 6330330, 6298133, 6297755, 6225927, 6198816, 6191717, 6167134, 6160885, 6147567, 6137827, 6107948, 6922469, 6754341, 6683548, 6654409, 6611553, 6587560, 6570513, 6456712, 6430229, 6389134, 6359983, 6323796, 6307891, 6289070, 6222922, 6201865, 6167132, 6959083, 6144326, 6104794, 6823066, 6975723, 6516024, 6522745, 6480602, 6504864, 6498825, 6442271, 6442213, 6408034, 6804497, 6970717"
04873703-3,"6859841, 6701338"
04874464-4,6319556
04874722-1,"6531083, 6071457, 6858910, 6489178"
04874722-4,"6869875, 6616967, 6268662, 6068180, 6800555, 6619538"
04874970-1,"6683920, 6107891"
04875191-2,6819145
04876523-4,6548924
04876632-3,"6967320, 6947455, 6912361"
04876644-1,6967659
04877483-1,6498084
04877755-1,"6660595, 6723616, 6461928, 6346447, 6329225, 6261887, 6251761, 6187641, 6160299, 6246091, 6093610, 6087248, 6083836, 6063677, 6063675, 6127233, 6124627, 6767777, 6635584, 6583013, 6579770, 6326289, 6306712, 6686300, 6258644, 6242295, 6352900, 6228725, 6413824"
04877949-1,"6970434, 6614768, 6749122"
04878028-1,"6504849, 6229811, 6055241"
04878046-1,"6658564, 6219785, 6085317"
04878166-3,"6061756, 6047350, 6357024, 6499086, 6219754"
04878166-5,6054881
04878190-2,"6272615, 6230278"
04878193-1,"6976095, 6973550, 6934951, 6876561, 6868476, 6895457, 6792488, 6779084, 6738831, 6667920, 6661794, 6668317, 6681300, 6694380"
04878198-1,"6678850, 6559671, 6499121, 6480978, 6452411, 6664628, 6330164"
04879631-2,"6114868, 6154042, 6682946, 6670720, 6852999, 6831475, 6815968, 6145092, 6119251, 6118138, 6534785, 6477662, 6452415, 6424168, 6420195, 6313658, 6292009, 6233185, 6198172, 6058056, 6032264, 6858453, 6115835, 6184568, 6094734, 6836003, 6246108, 6048744"
04879720-4,"6370135, 6188903, 6038455"
04880708-3,"6878633, 6803323"
04880959-2,"6476362, 6042654, 6833322, 6774040, 6399510, 6366861, 6277194, 6562720, 6685779, 6489241, 6376387, 6368567, 6254686, 6153260, 6494959, 6876442, 6455814"
04881253-2,6122313
04882129-2,"6286451, 6189483, 6027601, 6551446, 6679981, 6975107, 6939434, 6924641, 6878036, 6930478, 6494986, 6468388, 6453842, 6410449, 6348126, 6083344, 6634313, 6020686, 6475335, 6270617, 6248250, 6893907, 6170428"
04882293-3,6261915
04882475-1,"6714983, 6654378, 6910632, 6749122, 6614768"
04882649-1,"6960499, 6449692, 6306724, 6147384, 6065125, 6313010, 6287924, 6228725, 6143625, 6032225, 6420236"
04882700-1,"6793408, 6771845, 6853620, 6131255, 6049977, 6765797"
04882710-3,6304148
04883987-1,"6792019, 6903615, 6870389, 6850104, 6348391, 6307495, 6268819, 6222474, 6204785, 6246352, 6160303, 6150893, 6150884, 6239731, 6028488, 6927632, 6388522, 6154497, 6127957"
04884123-3,"6297083, 6046478, 6535015, 6051882, 6048802, 6828607, 6191034, 6287953, 6146954, 6051881, 6046088"
04884243-2,6429036
04884864-2,"6938338, 6205660"
04885052-5,"6143582, 6027958, 6919935, 6627953, 6624046, 6608654, 6593978, 6521940, 6486929, 6424020"
04887144-1,6760865
04888588-1,"6915464, 6889272, 6961390, 6892336, 6795451, 6775799, 6715113"
04888677-1,6400544
04888679-5,"6957332, 6941458, 6934817, 6795905, 6769058, 6760441, 6754815, 6678825, 6981129, 6877086"
04888710-4,"6832171, 6789026, 6892148"
04888773-5,6754867
04888820-4,6187656
04889560-4,6803652
04890144-4,"6969568, 6902969, 6818362, 6797440"
04890153-1,"6891256, 6867481, 6836023, 6683375"
04890895-2,"6320568, 6121950, 6967697, 6097352, 6624046, 6545654, 6232937, 6073034, 6677936, 6608654, 6559825, 6486862, 6552704, 6558008, 6511187, 6476784, 6909419"
04891794-1,"6954385, 6937528, 6930944, 6919613, 6888771, 6873538, 6791885, 6791859, 6771249, 6806885, 6754124, 6751149, 6731528, 6118417, 6560155, 6492777, 6380913, 6069451, 6055022, 6028576, 6712664, 6441542, 6417605, 6356250, 6266034"
04891794-2,6615325
04891794-3,"6700821, 6924194, 6909635, 6906408, 6852999, 6862662, 6831475, 6815968, 6809985, 6741519, 6622224, 6145092, 6119251, 6118138, 6586835, 6570248, 6525413, 6521958, 6498739, 6534785, 6477662, 6452856, 6452415, 6424168, 6380581, 6373740, 6319773, 6313658, 6307405, 6297989, 6292009, 6256225, 6281042, 6233185, 6094734, 6058056, 6032264, 6914198, 6909055, 6756576, 6555399, 6535393, 6210993, 6163490, 6081463, 6456535, 6356500, 6249460"
04892547-1,"6731527, 6310506, 6854079, 6815994, 6420920, 6208570"
04893098-2,"6943289, 6833761"
04893163-1,"6713350, 6680508, 6657250, 6921696, 6916707, 6881628, 6849501, 6774431, 6762093, 6611019, 6608346, 6566195, 6461915, 6873005, 6803624, 6777291, 6653683, 6297092, 6756268, 6587376, 6577537, 6449189, 6445620, 6445619, 6434045, 6384447, 6272047, 6798699, 6563741"
04893267-1,"6976147, 6950925"
04893341-1,"6903613, 6842710, 6744323"
04894166-1,"6747481, 6933731, 6608792, 6381175, 6292422, 6052308, 6735146, 6567323, 6614703, 6449193, 6876594"
04894353-1,"6399519, 6391784, 6372582, 6417041, 6344396, 6342423, 6735123, 6800568, 6630383, 6593637, 6472283, 6472233, 6444555, 6429083, 6319857, 6329256, 6235607, 6232244, 6228746, 6225170, 6207542, 6204157, 6180466, 6177312, 6165877, 6153486, 6051478, 6043138, 6034395, 6025228, 6020238, 6080682, 6762454, 6693004, 6451641, 6229198, 6380047, 6599810, 6171962, 6239031, 6162699, 6143624, 6130467, 6124183, 6074927, 6037671, 6090713"
04894567-1,"6538516, 6222352, 6104170, 6531851, 6528976"
04894620-1,"6642752, 6624698, 6541952, 6529070, 6522489, 6441769, 6437724, 6414611, 6411246, 6404262, 6369726, 6259316, 6232907, 6232898, 6222471, 6052000, 6646584, 6597302, 6606042, 6329942, 6271785, 6188345, 6032171, 6420983"
04894842-5,6930637
04895665-2,6121593
04896243-1,"6794730, 6791383, 6767810, 6753559, 6873008, 6869840, 6858486, 6713334, 6682980, 6730555, 6649983, 6646311, 6639284, 6548359, 6514810, 6598214, 6436746, 6420236, 6482724, 6479339, 6352900, 6313010, 6307230, 6306725, 6297125, 6287920, 6232188, 6228725, 6180978, 6143625, 6114186, 6081002, 6127232, 6125021, 6117741, 6015992, 6413824, 6303420"
04897154-3,"6960479, 6858862, 6798003, 6964889, 6952017, 6902950, 6756620"
04897362-1,"6114768, 6492705, 6274460, 6211056, 6812108"
04897568-1,"6124625, 6448628, 6097352, 6552704, 6232937, 6677936, 6184568, 6476784, 6909419"
04897568-6,"6124625, 6448628, 6184568"
04897814-1,"6903581, 6867956, 6801470, 6707753, 6650589, 6643200, 6976117, 6944713, 6933168, 6909651, 6775180, 6774696, 6744655, 6690607, 6639827, 6944784, 6949918, 6664775"
04897842-1,6874160
04898182-4,"6518725, 6512471, 6501342, 6486871, 6557063, 6816022, 6668180"
04898838-1,6271097
04899107-1,"6683637, 6113992, 6108026, 6461690, 6429890, 6342912, 6217949, 6737882, 6535012, 6342789, 6091254, 6087845, 6770906, 6157046, 6538264, 6320201, 6091250"
04899107-2,"6680213, 6670634, 6710284, 6662243, 6661104, 6656754, 6705513, 6980014, 6979898, 6975037, 6975030, 6953995, 6952744, 6952054, 6964915, 6914198, 6911355, 6900459, 6911737, 6909194, 6909055, 6881974, 6876089, 6875640, 6873046, 6908784, 6903443, 6903442, 6851597, 6847110, 6841883, 6861745, 6839961, 6833613, 6828812, 6828175, 6815314, 6857183, 6798224, 6797545, 6791185, 6773957, 6773938, 6756253, 6763578, 6740960, 6737882, 6730999, 6715018, 6642730, 6639416, 6634100, 6630365, 6620731, 6620706, 6619532, 6614104, 6600171, 6599776, 6649444, 6647620, 6646458, 6136137, 6133638, 6133630, 6118179, 6114240, 6107122, 6107119, 6107109, 6100175, 6150828, 6150717, 6597066, 6583635, 6576495, 6570251, 6563215, 6562637, 6555399, 6553276, 6548392, 6544461, 6531345, 6529027, 6521995, 6519658, 6518094, 6541303, 6509647, 6501165, 6498503, 6538334, 6492738, 6535393, 6535012, 6472239, 6469532, 6465877, 6461881, 6453377, 6451624, 6492187, 6427899, 6419143, 6414506, 6413102, 6404063, 6400172, 6396291, 6392430, 6392429, 6368896, 6387714, 6364196, 6363295, 6362637, 6362532, 6359456, 6353326, 6351034, 6342789, 6340894, 6383825, 6380632, 6326245, 6320397, 6319354, 6313651, 6310484, 6307262, 6296171, 6294837, 6294824, 6287942, 6329712, 6271056, 6265245, 6258609, 6255833, 6235554, 6228687, 6275052, 6210993, 6210984, 6208157, 6188232, 6222379, 6180504, 6175242, 6169329, 6219908, 6215322, 6084288, 6072326, 6072321, 6071757, 6068669, 6064216, 6060891, 6094058, 6093933, 6048753, 6045026, 6043564, 6040702, 6028436, 6091254, 6025731, 6091252, 6091250, 6097087, 6087845, 6020629, 6020624, 6016060, 6013948"
04899308-1,6775200
04899317-3,"6687293, 6208191, 6204708, 6091935, 6720866, 6700931, 6208500, 6963270"
04900954-2,6970029
04901031-1,6404376
04901041-1,"6791417, 6737922, 6700444, 6819184, 6798295"
04901255-2,6941237
04902533-1,"6838322, 6831350"
04902898-2,6166820
04903087-2,6856168
04903120-1,6320255
04903285-2,"6958517, 6906557, 6903598"
04904884-2,"6833763, 6747518, 6963221, 6963220, 6940306, 6696854"
04904960-1,"6433527, 6554470"
04905180-1,"6952118, 6707318, 6820106, 6833735"
04905257-1,"6681272, 6629251"
04906117-1,6192255
04906314-1,"6686268, 6680458, 6673649, 6969681, 6955783, 6951779, 6960373, 6911173, 6897089, 6896837, 6892453, 6890844, 6890801, 6887787, 6881607, 6875632, 6841423, 6833627, 6819003, 6815327, 6791164, 6787394, 6784544, 6780669, 6770514, 6814778, 6750548, 6735860, 6757972, 6622773, 6607689, 6112735, 6147413, 6578262, 6576494, 6555460, 6544902, 6593171, 6588645, 6534341, 6527041, 6524346, 6523736, 6514798, 6537482, 6489183, 6446334, 6443350, 6491574, 6426562, 6400008, 6395566, 6432752, 6379983, 6365501, 6362642, 6355507, 6350494, 6345615, 6384426, 6326697, 6325058, 6325271, 6325057, 6316839, 6285204, 6284573, 6259036, 6238942, 6211052, 6204095, 6172413, 6168969, 6083820, 6082605, 6072324, 6673707, 6713788, 6710284, 6664632, 6662243, 6658718, 6709795, 6708399, 6705513, 6980017, 6979904, 6979898, 6979888, 6972249, 6952744, 6967307, 6939744, 6909929, 6893804, 6888159, 6909194, 6884642, 6875640, 6853210, 6852627, 6841796, 6839961, 6858891, 6857183, 6787396, 6781848, 6773957, 6767817, 6808947, 6756253, 6751853, 6763578, 6744067, 6740476, 6729027, 6715018, 6637638, 6632343, 6630365, 6614003, 6649444, 6653721, 6159769, 6136137, 6133638, 6124195, 6121576, 6118179, 6107119, 6570771, 6562278, 6558979, 6555400, 6549821, 6534342, 6529026, 6528894, 6541850, 6519658, 6515325, 6514787, 6505395, 6544465, 6469537, 6461881, 6453377, 6482576, 6426639, 6420890, 6420681, 6413862, 6437591, 6408508, 6437451, 6404063, 6391680, 6380563, 6372624, 6369597, 6387714, 6356092, 6337511, 6383825, 6333555, 6319354, 6316823, 6331736, 6285201, 6329829, 6329828, 6329637, 6261854, 6258609, 6248611, 6242103, 6233154, 6278286, 6202292, 6222280, 6180527, 6180504, 6169329, 6165817, 6219908, 6217232, 6078100, 6077723, 6048753, 6040239, 6028365, 6686758, 6684493, 6710612, 6680213, 6710442, 6670819, 6657450, 6709893, 6656754, 6980014, 6975037, 6974725, 6953995, 6952054, 6964915, 6963128, 6911355, 6876089, 6908784, 6906418, 6903465, 6903443, 6833727, 6833613, 6828173, 6825547, 6815314, 6803656, 6803303, 6800505, 6797545, 6791185, 6777261, 6768209, 6751859, 6740960, 6735855, 6734529, 6730999, 6725536, 6760970, 6758696, 6765803, 6634100, 6634098, 6630836, 6628128, 6620731, 6614249, 6614104, 6612872, 6600334, 6600171, 6599776, 6648654, 6144560, 6127195, 6124721, 6124634, 6114240, 6107109, 6597066, 6573740, 6562637, 6548392, 6531764, 6531345, 6529027, 6512290, 6511863, 6509647, 6501165, 6538334, 6492738, 6478627, 6465877, 6462571, 6453550, 6451624, 6441628, 6414506, 6414374, 6410406, 6408509, 6407451, 6437435, 6400172, 6392426, 6369595, 6368896, 6365437, 6358833, 6353328, 6351034, 6342731, 6380754, 6326245, 6320397, 6319065, 6297542, 6295209, 6294837, 6291894, 6287942, 6329712, 6329709, 6271056, 6268655, 6265773, 6265245, 6235551, 6235554, 6232243, 6232146, 6229324, 6207548, 6204678, 6198636, 6191474, 6188232, 6084288, 6078186, 6072236, 6068669, 6060893, 6093933, 6091606, 6025730, 6097087, 6089920, 6088238, 6088237, 6087845, 6020629, 6020624, 6018249, 6013948, 6852999, 6831475, 6828812, 6815968, 6801048, 6639416, 6605956, 6145092, 6119251, 6118138, 6107122, 6150717, 6534785, 6477662, 6452415, 6424168, 6417685, 6400174, 6392429, 6356098, 6340894, 6313658, 6307394, 6297660, 6292009, 6285203, 6255840, 6255833, 6246245, 6240535, 6233185, 6222379, 6215322, 6072323, 6060894, 6094058, 6032264, 6025728, 6091252, 6016060, 6681480, 6914198, 6909055, 6851597, 6619532, 6611058, 6492728, 6535393, 6455351, 6427899, 6419143, 6313651, 6296171, 6228677, 6210993, 6215183, 6094734, 6045026, 6040702, 6087723, 6687989, 6841883, 6798224, 6420892, 6419844, 6407570, 6396291, 6369600, 6362637, 6359456, 6239590, 6275052, 6208157, 6072326, 6064216, 6060891, 6025731, 6353312, 6064194, 6057597, 6642730, 6553276, 6544461, 6363295, 6353326, 6900459, 6150828, 6492187, 6210984"
04907046-3,"6077735, 6023084, 6753219, 6969649"
04907149-2,6901494
04907174-1,"6691180, 6628290, 6446186, 6421059, 6333744, 6292854, 6282587, 6275243, 6239808, 6226012, 6191794, 6181352, 6092124, 6081854, 6065071, 6061066, 6023738, 6725457"
04908328-2,"6710418, 6710403, 6351018, 6803626, 6566749, 6424035, 6033489, 6828195, 6710406, 6429481, 6423623"
04908331-1,"6354791, 6340415, 6263587, 6264812, 6228229, 6152074, 6013159, 6113698, 6444036, 6500742, 6251758"
04910165-2,"6911707, 6252283, 6218720, 6207995, 6245652, 6015739, 6468856, 6225168"
04910687-3,"6857088, 6700807, 6671831, 6625761, 6580623, 6970908, 6509851, 6493770, 6249825, 6092210, 6065099, 6012103, 6389495, 6839778, 6683818, 6105097, 6779061, 6708244, 6959257, 6311294"
04910712-1,"6462576, 6294925, 6278311, 6255847, 6229336, 6066977"
04910866-1,"6349034, 6252772, 6737734, 6635954, 6610162, 6146922, 6545343, 6396131, 6251708, 6277225, 6699734, 6600215, 6579746, 6569727, 6388314, 6274928"
04911597-10,"6799939, 6352403, 6082948, 6045620, 6102164, 6027574, 6955197"
04911597-7,6532715
04912063-2,"6952024, 6800876, 6784461, 6717185, 6630690, 6534797, 6492193, 6373077, 6187606, 6201262, 6120600, 6955977, 6906352, 6812053, 6803602, 6764932, 6582986, 6530990, 6217662, 6610551, 6459100"
04912345-1,6029236
04912487-3,6885846
04912537-1,"6166831, 6570615, 6512546"
04912636-4,"6182203, 6055628, 6895494, 6374346, 6321318, 6625719, 6411984"
04912665-1,"6104661, 6430094, 6236614, 6081467, 6028806, 6693833, 6125067, 6574156, 6442719, 6434066, 6310804, 6079037, 6134160, 6831475, 6145092, 6477662, 6452415, 6313658, 6233185, 6032264"
04912665-2,"6831361, 6780675, 6751117, 6725414, 6574137, 6424584, 6292417, 6282689, 6281709, 6265775, 6201740, 6182262, 6221753, 6044433, 6976195, 6940748, 6882566, 6882553, 6879516, 6754124, 6320816, 6301175, 6252293, 6246632, 6205080, 6919613, 6751149"
04914055-1,"6097077, 6154054"
04914177-1,6796482
04914269-1,"6700206, 6684493, 6682998, 6681480, 6669738, 6709893, 6979902, 6974725, 6956295, 6940141, 6934065, 6964886, 6963128, 6900079, 6885107, 6873037, 6906424, 6903465, 6833612, 6828173, 6825547, 6803656, 6800942, 6800505, 6798063, 6797616, 6780746, 6777261, 6774486, 6773965, 6744137, 6734529, 6730994, 6717245, 6765803, 6634098, 6628136, 6607943, 6144560, 6140696, 6133068, 6122171, 6121673, 6114770, 6114756, 6153924, 6147411, 6563712, 6531765, 6531764, 6528408, 6512290, 6511863, 6507109, 6495400, 6493229, 6482674, 6426875, 6417024, 6414374, 6410406, 6408509, 6437435, 6396134, 6372552, 6365437, 6342731, 6383839, 6380630, 6320253, 6297542, 6295209, 6291894, 6329709, 6268655, 6268650, 6265773, 6265764, 6246110, 6239012, 6235551, 6232146, 6198636, 6191474, 6172419, 6215175, 6075283, 6091606, 6088238, 6088237, 6911737, 6858926, 6781839, 6737734, 6735102, 6760224, 6635954, 6611058, 6610162, 6650007, 6146922, 6159764, 6134111, 6115254, 6577503, 6563217, 6558966, 6545343, 6541856, 6525943, 6512302, 6506629, 6492728, 6477073, 6455351, 6418023, 6414391, 6396131, 6380631, 6297960, 6297548, 6294839, 6330159, 6251708, 6228677, 6277225, 6215183, 6095822, 6087723, 6699734, 6979596, 6921966, 6894372, 6600215, 6143589, 6579746, 6555399, 6518650, 6215177, 6590277, 6083777, 6063650, 6091250"
04914305-2,6320334
04914538-3,"6747973, 6441683, 6252428, 6246267, 6075795, 6661849"
04915744-1,6600100
04915779-3,6900105
04915807-1,"6650564, 6522577, 6569733, 6569734, 6423596, 6417091, 6330181, 6300179, 6194306, 6949789, 6960796, 6348380, 6290808, 6218311, 6136700, 6528888, 6458714"
04915840-1,6783679
04916322-1,"6525327, 6423976, 6639227"
04916337-1,"6259651, 6147535, 6078547, 6285599, 6937518, 6781885, 6275415, 6157572"
04916497-1,"6114768, 6492705, 6211056"
04916726-2,6021011
04918341-2,"6388946, 6112322, 6687157, 6525973, 6285584, 6272060, 6233177, 6212103, 6249458"
04918454-2,"6559692, 6515610, 6369661, 6081783, 6828864, 6690240"
04918497-1,"6952024, 6800876, 6784461, 6717185, 6630690, 6534797, 6492193, 6373077, 6187606, 6201262, 6120600, 6955977, 6946682, 6906352, 6812053, 6803602, 6764932, 6582986, 6825501, 6610551, 6459100, 6888167, 6747298"
04918600-1,"6801207, 6801207"
04918600-2,6137881
04918635-1,6931173
04918641-1,"6175517, 6026007"
04919542-3,"6585828, 6679671, 6896513, 6881276, 6719851, 6949143, 6916147, 6823589, 6477980, 6824343, 6746198"
04920481-3,"6643752, 6619973, 6594326, 6589059, 6504875, 6447321, 6359931, 6352435, 6234820, 6205191, 6608507, 6294934, 6931467, 6810449, 6591353, 6470405, 6462591, 6122688, 6718431, 6356975"
04920536-1,6711653
04920918-3,"6171966, 6523494, 6149987, 6476362"
04922168-1,"6667684, 6049289"
04923772-1,6852492
04924278-1,"6841447, 6303949, 6737702, 6660579, 6627947, 6570212"
04924291-5,"6791157, 6772356, 6732266, 6449170"
04926103-2,"6710364, 6420792"
04926319-4,"6973540, 6917555"
04926323-10,6898185
04926472-2,6853644
04928018-1,"6331492, 6277682, 6268296, 6261973, 6140024, 6284599, 6063670"
04928053-1,6882582
04928103-1,6480136
04928247-1,"6950108, 6882349, 6762765, 6747653, 6738069, 6954208, 6885374, 6867779, 6747657, 6747658, 6731297, 6650332"
04928261-1,"6616973, 6354241, 6163007, 6110322"
04928626-1,"6476362, 6500734, 6254686, 6245149, 6315833, 6153260, 6083323, 6064799, 6893337, 6817928, 6749489, 6634932, 6537136, 6398630, 6394883, 6368193, 6358127, 6210257, 6193588, 6685779, 6489220, 6436194, 6376387, 6368567, 6876442, 6455814, 6494959"
04929860-2,"6898342, 6791234, 6843574"
04929945-1,"6922092, 6661268, 6342800, 6163178"
04929971-2,"6304148, 6031779"
04931149-2,6204094
04931946-4,6149319
04931946-5,"6208325, 6121949, 6075513, 6215459"
04932001-1,"6925015, 6920060, 6914839, 6901001, 6876567, 6888737, 6781217, 6667655, 6646904, 6646903"
04932052-1,"6456126, 6362669, 6864727, 6744289"
04932062-1,6757259
04932525-2,"6348701, 6952052, 6939803, 6897476, 6867056, 6858511, 6856160, 6825684, 6822473, 6822437, 6770847, 6762597, 6727592, 6725433, 6717266, 6649511, 6649034, 6714037, 6621290, 6710452, 6599835, 6599827, 6706630, 6531780, 6531777, 6518185, 6506677, 6498397, 6498384, 6590288, 6472757, 6462416, 6462417, 6455938, 6445070, 6433402, 6432822, 6426293, 6417566, 6476498, 6309959, 6100101, 6075293"
04932755-2,"6788469, 6771325, 6880935, 6857751, 6643069, 6637894, 6591022, 6587159, 6549338, 6499863, 6317171, 6231190, 6249387, 6208470, 6084703"
04933206-1,6653229
04933304-1,"6566258, 6537905, 6679981, 6974771, 6797620, 6790323, 6784096, 6743714, 6726776, 6383915, 6514390, 6355560, 6238803, 6238528, 6217721, 6139697, 6306265, 6066358, 6120844, 6110821, 6610189, 6884329, 6919275, 6787006, 6913680, 6758947, 6899796, 6485618, 6451177, 6277249, 6274008, 6399479"
04933574-1,"6924995, 6870749, 6754093, 6700827, 6576976, 6570405, 6560156, 6534414, 6441651, 6372641, 6350645, 6307399, 6278162, 6216239, 6204557, 6194296, 6191460, 6127710, 6104229, 6100128, 6069782, 6031267, 6017785, 6879504, 6781857, 6724601, 6661687, 6657878, 6566236, 6563754, 6512685, 6505271, 6470418, 6421265, 6373739, 6333524, 6266263, 6262907, 6256216, 6232647, 6215708, 6222212, 6205049, 6128207, 6101116, 6025260, 6136687"
04933644-2,"6927631, 6144329, 6268765"
04933743-2,"6699356, 6635573, 6620575, 6613682, 6605319, 6599842, 6599437, 6576489, 6666979, 6936183, 6887732, 6849554, 6846746, 6824813, 6518190, 6402974, 6372151, 6322714, 6235214, 6312616, 6583065, 6551941, 6541164, 6830950, 6900133, 6518206, 6415198, 6383941, 6368978, 6245684, 6132631, 6069086, 6653237, 6902947, 6491835, 6037265, 6699399, 6518192, 6391788, 6372655, 6270634, 6235643, 6318384, 6136211, 6303513"
