inv2,inv1
06051999-1,06072699-1
06072699-1,06072699-1
06094144-1,06072699-1
06366466-3,06072699-1
06072708-1,06072708-1
06081140-1,06072708-1
06072723-2,06072723-2
06366158-1,06072723-2
04232328-2,06072769-1
04736291-2,06072769-1
06055268-1,06072769-1
06072769-1,06072769-1
06137881-2,06072769-1
06947736-1,06072769-1
06947736-5,06072769-1
05842118-1,06072801-2
06072801-2,06072801-2
03986131-2,06072842-3
06018556-1,06072842-3
06072842-3,06072842-3
03908114-1,06072882-5
04191456-2,06072882-5
05036527-2,06072882-5
05229855-1,06072882-5
05444704-1,06072882-5
05473754-2,06072882-5
05614864-4,06072882-5
05768275-4,06072882-5
06037743-2,06072882-5
06037743-5,06072882-5
06072882-5,06072882-5
06114992-1,06072882-5
06532370-4,06072882-5
05586058-3,06072897-1
05692510-1,06072897-1
06072897-1,06072897-1
06072897-3,06072897-1
06361910-1,06072897-1
05586058-3,06072897-3
06072897-1,06072897-3
06072897-3,06072897-3
04038216-2,06073034-5
04357183-2,06073034-5
04371421-3,06073034-5
04890895-2,06073034-5
04897568-1,06073034-5
04968120-2,06073034-5
05206749-4,06073034-5
05321416-3,06073034-5
05376979-8,06073034-5
05491803-1,06073034-5
05630659-2,06073034-5
06073034-5,06073034-5
06909419-9,06073034-5
06967697-2,06073034-5
04450522-3,06073133-1
06073133-1,06073133-1
06163853-1,06073133-1
06292905-3,06073133-1
04995006-2,06073154-1
06073154-1,06073154-1
05239639-1,06073210-1
05909540-8,06073210-1
05995122-3,06073210-1
06073210-1,06073210-1
06073210-3,06073210-1
06122715-3,06073210-1
06122715-5,06073210-1
06173393-3,06073210-1
06173393-4,06073210-1
06202129-5,06073210-1
06216215-2,06073210-1
06434673-2,06073210-1
06643745-7,06073210-1
06643745-9,06073210-1
06718440-2,06073210-1
06801208-5,06073210-1
05239639-1,06073210-3
05469376-1,06073210-3
05909540-8,06073210-3
05995122-3,06073210-3
06073210-1,06073210-3
06073210-3,06073210-3
06122715-3,06073210-3
06122715-5,06073210-3
06128749-1,06073210-3
06173393-3,06073210-3
06173393-4,06073210-3
06202129-5,06073210-3
06216215-2,06073210-3
06434673-2,06073210-3
06643745-7,06073210-3
06643745-9,06073210-3
06718440-2,06073210-3
06801208-5,06073210-3
06845432-1,06073210-3
06885378-2,06073210-3
05450605-4,06073213-1
06073213-1,06073213-1
06354991-2,06073213-1
06397297-1,06073213-1
06557083-5,06073213-1
06724391-4,06073213-1
05617561-1,06074429-4
06074429-4,06074429-4
06799153-4,06074429-4
06819538-3,06074429-4
06819538-5,06074429-4
05928389-1,06074443-1
06074443-1,06074443-1
03883136-1,06074514-1
03937985-1,06074514-1
04201152-1,06074514-1
04701231-3,06074514-1
04808259-2,06074514-1
04933743-2,06074514-1
05158644-1,06074514-1
05260236-2,06074514-1
05296094-1,06074514-1
05376223-1,06074514-1
05444018-1,06074514-1
05462080-1,06074514-1
05491603-2,06074514-1
05534108-1,06074514-1
05540824-3,06074514-1
05605637-2,06074514-1
05674321-1,06074514-1
05702530-3,06074514-1
05737177-1,06074514-1
05740009-3,06074514-1
05792269-4,06074514-1
05837058-3,06074514-1
05846332-5,06074514-1
05891350-7,06074514-1
05968324-4,06074514-1
05989349-2,06074514-1
06054379-4,06074514-1
06074514-1,06074514-1
06076482-7,06074514-1
06113731-8,06074514-1
06129603-1,06074514-1
06140612-2,06074514-1
06151203-10,06074514-1
06153530-3,06074514-1
06211092-1,06074514-1
06273022-4,06074514-1
06326307-4,06074514-1
06340435-2,06074514-1
06340435-7,06074514-1
06403491-1,06074514-1
06403491-2,06074514-1
06403491-7,06074514-1
06500357-3,06074514-1
06576489-1,06074514-1
06830950-3,06074514-1
04149640-1,06074546-1
04797631-1,06074546-1
05003266-2,06074546-1
05072288-2,06074546-1
05292399-2,06074546-1
05466626-4,06074546-1
05525766-2,06074546-1
05761023-5,06074546-1
05795215-3,06074546-1
05903338-1,06074546-1
05946435-2,06074546-1
05978202-1,06074546-1
05980368-1,06074546-1
06074546-1,06074546-1
06132298-3,06074546-1
06265026-1,06074546-1
06299698-1,06074546-1
06299741-2,06074546-1
06592439-6,06074546-1
06773507-3,06074546-1
06776693-4,06074546-1
06776693-5,06074546-1
06848970-0,06074546-1
06962524-2,06074546-1
06074569-1,06074569-1
06647518-1,06074569-1
06686794-1,06074569-1
06774728-1,06074569-1
06074910-1,06074910-1
05103425-2,06074917-3
05981339-2,06074917-3
06074917-3,06074917-3
06319737-1,06074917-3
06319737-2,06074917-3
04837113-3,06074943-2
05656524-2,06074943-2
05770499-2,06074943-2
05880026-1,06074943-2
05880026-2,06074943-2
05948702-1,06074943-2
06074943-2,06074943-2
06074943-3,06074943-2
06727185-4,06074943-2
04090755-1,06074943-3
04541167-1,06074943-3
04837113-3,06074943-3
05108951-4,06074943-3
05201989-3,06074943-3
05252506-4,06074943-3
05442194-1,06074943-3
05494854-1,06074943-3
05605724-1,06074943-3
05770499-2,06074943-3
05880026-2,06074943-3
06074943-2,06074943-3
06074943-3,06074943-3
06121133-4,06074943-3
06130156-3,06074943-3
06358849-6,06074943-3
03861783-3,06074949-3
04808273-3,06074949-3
04954459-1,06074949-3
04992134-2,06074949-3
05212106-2,06074949-3
05268202-1,06074949-3
05504017-2,06074949-3
05545592-1,06074949-3
05656533-1,06074949-3
05662769-1,06074949-3
05686761-2,06074949-3
05858844-3,06074949-3
05882498-2,06074949-3
05917488-2,06074949-3
05920796-2,06074949-3
05986344-2,06074949-3
06015747-1,06074949-3
06022808-3,06074949-3
06074949-3,06074949-3
06358760-4,06074949-3
04456800-1,06074954-1
04933743-2,06074954-1
05384301-2,06074954-1
05786276-5,06074954-1
05801386-1,06074954-1
05851926-4,06074954-1
06037265-1,06074954-1
06069086-1,06074954-1
06074954-1,06074954-1
06074954-2,06074954-1
06136211-4,06074954-1
06228208-2,06074954-1
06355571-2,06074954-1
06379575-5,06074954-1
06583065-1,06074954-1
06583065-6,06074954-1
06583065-7,06074954-1
06599842-2,06074954-1
04808259-2,06074954-2
04933743-2,06074954-2
05292137-3,06074954-2
05296094-1,06074954-2
05423918-3,06074954-2
05451784-1,06074954-2
05534108-1,06074954-2
05540824-3,06074954-2
05565074-2,06074954-2
05718795-2,06074954-2
05786276-5,06074954-2
05851926-4,06074954-2
06008139-2,06074954-2
06037265-1,06074954-2
06074954-1,06074954-2
06074954-2,06074954-2
06080529-6,06074954-2
06085688-3,06074954-2
06136211-4,06074954-2
06352049-15,06074954-2
06352049-5,06074954-2
05656093-1,06075375-2
06075375-2,06075375-2
05083007-2,06075417-2
05770482-3,06075417-2
05918128-2,06075417-2
06075417-2,06075417-2
06146014-2,06075417-2
05677650-1,06075419-1
05734541-1,06075419-1
06075419-1,06075419-1
06075497-2,06075497-2
06111547-2,06075497-2
06111547-3,06075497-2
06111547-4,06075497-2
04931946-5,06075513-2
05619703-5,06075513-2
05757338-3,06075513-2
06075513-2,06075513-2
04302819-1,06075730-6
04595875-1,06075730-6
04785396-3,06075730-6
04959777-1,06075730-6
05045996-1,06075730-6
05121057-3,06075730-6
05209134-1,06075730-6
05254883-2,06075730-6
05258986-1,06075730-6
05275522-1,06075730-6
05386370-1,06075730-6
05537573-3,06075730-6
05748031-1,06075730-6
05959481-3,06075730-6
06003111-2,06075730-6
06009487-1,06075730-6
06021076-4,06075730-6
06075730-6,06075730-6
06094075-4,06075730-6
06370668-7,06075730-6
06370668-8,06075730-6
06504438-1,06075730-6
06570944-4,06075730-6
06075785-2,06075785-2
04698523-1,06075795-1
04914538-3,06075795-1
05828733-3,06075795-1
06075795-1,06075795-1
06075795-3,06075795-1
04698523-1,06075795-3
04914538-3,06075795-3
05828733-3,06075795-3
06075795-1,06075795-3
06075795-3,06075795-3
04644356-1,06075814-7
04683528-1,06075814-7
04748580-3,06075814-7
05107251-1,06075814-7
05404318-2,06075814-7
05410670-3,06075814-7
05592622-4,06075814-7
05966687-1,06075814-7
06026150-2,06075814-7
06075814-7,06075814-7
06130894-2,06075814-7
05049979-1,06075845-1
06075845-1,06075845-1
06104230-1,06075845-1
06227878-1,06075845-1
06501158-2,06075845-1
06750546-2,06075845-1
06075906-3,06075906-3
06578118-2,06075906-3
03930053-3,06076217-1
04872356-2,06076217-1
06076217-1,06076217-1
04201152-1,06076482-7
05296094-1,06076482-7
05376223-1,06076482-7
05491603-2,06076482-7
05605637-2,06076482-7
05674321-1,06076482-7
05737177-1,06076482-7
05891350-7,06076482-7
06074514-1,06076482-7
06076482-7,06076482-7
06140612-2,06076482-7
06273022-4,06076482-7
06353210-5,06076482-7
04040897-1,06076686-2
04958302-2,06076686-2
06030282-1,06076686-2
06076686-2,06076686-2
06091157-1,06076686-2
06127194-2,06076686-2
06803653-1,06076686-2
06803653-5,06076686-2
05128878-2,06077308-1
06077308-1,06077308-1
06077326-1,06077326-1
05242860-2,06077353-1
05629653-1,06077353-1
05685941-2,06077353-1
05972178-1,06077353-1
06077353-1,06077353-1
06077353-3,06077353-1
04037111-4,06077353-3
05171412-2,06077353-3
05242860-2,06077353-3
05622608-2,06077353-3
05629653-1,06077353-3
05650052-1,06077353-3
05685941-2,06077353-3
05972178-1,06077353-3
06000415-2,06077353-3
06042700-1,06077353-3
06077353-1,06077353-3
06077353-3,06077353-3
06350353-6,06077353-3
05622608-2,06077404-2
05879523-1,06077404-2
05911113-1,06077404-2
06077404-2,06077404-2
06177350-2,06077404-2
04855798-2,06077735-3
04907046-3,06077735-3
05081515-1,06077735-3
05153685-12,06077735-3
05221634-1,06077735-3
05578849-5,06077735-3
05578849-9,06077735-3
05732009-9,06077735-3
06020228-1,06077735-3
06077735-3,06077735-3
06077735-4,06077735-3
04855798-2,06077735-4
04907046-3,06077735-4
05081515-1,06077735-4
05153685-12,06077735-4
05221634-1,06077735-4
05578849-5,06077735-4
05578849-9,06077735-4
05732009-9,06077735-4
06020228-1,06077735-4
06077735-3,06077735-4
06077735-4,06077735-4
04597822-1,06077744-1
04641164-1,06077744-1
05877044-6,06077744-1
05940689-4,06077744-1
06077744-1,06077744-1
06211550-2,06077744-1
06358825-2,06077744-1
06573569-5,06077744-1
05892283-1,06078204-1
06078204-1,06078204-1
06078204-2,06078204-1
05892283-1,06078204-2
06078204-1,06078204-2
06078204-2,06078204-2
05032981-1,06078319-3
05611041-3,06078319-3
06078319-3,06078319-3
06078319-4,06078319-3
05032981-1,06078319-4
05611041-3,06078319-4
06078319-3,06078319-4
06078319-4,06078319-4
04329598-1,06078444-4
04550284-1,06078444-4
04588941-1,06078444-4
04595874-1,06078444-4
04829476-1,06078444-4
04873696-2,06078444-4
05291499-1,06078444-4
05668678-1,06078444-4
05696639-1,06078444-4
06028727-1,06078444-4
06078444-4,06078444-4
06147522-2,06078444-4
06148048-2,06078444-4
06630868-3,06078444-4
05920066-1,06078476-1
05952805-1,06078476-1
05987459-3,06078476-1
06078476-1,06078476-1
06256506-2,06078476-1
06876262-1,06078476-1
05774658-1,06078591-2
06078591-2,06078591-2
04570528-1,06078620-1
06078620-1,06078620-1
04615363-1,06078637-3
05013940-1,06078637-3
05627797-1,06078637-3
05675178-1,06078637-3
06078637-3,06078637-3
06078637-4,06078637-3
06078637-6,06078637-3
05013940-1,06078637-4
05452243-2,06078637-4
05627797-1,06078637-4
05675178-1,06078637-4
05860160-2,06078637-4
06078637-3,06078637-4
06078637-4,06078637-4
06078637-6,06078637-4
05013940-1,06078637-6
05627797-1,06078637-6
05675178-1,06078637-6
06078637-3,06078637-6
06078637-4,06078637-6
06078637-6,06078637-6
06571321-1,06078637-6
06078939-2,06078939-2
03978452-2,06078940-1
04264963-1,06078940-1
04912636-4,06078940-1
05293630-1,06078940-1
05841379-1,06078940-1
05884023-2,06078940-1
06078940-1,06078940-1
06453405-1,06078940-1
06453405-2,06078940-1
06757819-3,06078940-1
06078959-4,06078959-4
06085321-2,06078959-4
05838958-2,06078981-2
06078981-2,06078981-2
06078981-3,06078981-2
06078981-4,06078981-2
06560690-3,06078981-2
05430850-3,06078981-3
05515516-1,06078981-3
05838958-2,06078981-3
06078981-2,06078981-3
06078981-3,06078981-3
06078981-4,06078981-3
06560690-3,06078981-3
05430850-3,06078981-4
05515516-1,06078981-4
05838958-2,06078981-4
06078981-2,06078981-4
06078981-3,06078981-4
06078981-4,06078981-4
04985872-1,06078992-1
05132832-4,06078992-1
05533200-2,06078992-1
05630102-2,06078992-1
05678009-1,06078992-1
05822459-1,06078992-1
05828868-4,06078992-1
05943501-3,06078992-1
05995122-2,06078992-1
06078992-1,06078992-1
06105111-1,06078992-1
06192080-3,06078992-1
06370625-5,06078992-1
06412050-1,06078992-1
06560690-3,06078992-1
06668246-2,06078992-1
06775747-1,06078992-1
06954829-0,06078992-1
03867644-1,06079356-2
03892973-3,06079356-2
03906951-1,06079356-2
04147655-2,06079356-2
04714536-4,06079356-2
04757359-1,06079356-2
04808259-2,06079356-2
04842683-6,06079356-2
04872947-5,06079356-2
04872947-6,06079356-2
04882129-2,06079356-2
04932052-1,06079356-2
05106200-1,06079356-2
05110712-2,06079356-2
05178739-1,06079356-2
05264396-1,06079356-2
05326725-7,06079356-2
05392018-7,06079356-2
05399925-1,06079356-2
05423918-3,06079356-2
05497401-1,06079356-2
05587428-4,06079356-2
05760603-1,06079356-2
05837058-2,06079356-2
05844195-4,06079356-2
05898618-1,06079356-2
05962249-4,06079356-2
06024393-4,06079356-2
06056267-1,06079356-2
06063199-3,06079356-2
06079356-2,06079356-2
06079356-3,06079356-2
06079356-4,06079356-2
06083321-3,06079356-2
06110322-1,06079356-2
06218301-2,06079356-2
06278327-2,06079356-2
06299692-4,06079356-2
06364954-4,06079356-2
06461435-9,06079356-2
06476638-2,06079356-2
06551929-5,06079356-2
06559454-4,06079356-2
06639231-3,06079356-2
06734020-4,06079356-2
06917755-3,06079356-2
04714536-4,06079356-3
04842683-6,06079356-3
04872947-5,06079356-3
05064683-2,06079356-3
06079356-2,06079356-3
06079356-3,06079356-3
06079356-4,06079356-3
06110322-1,06079356-3
06827815-1,06079356-3
04842683-6,06079356-4
04872947-5,06079356-4
06079356-2,06079356-4
06079356-3,06079356-4
06079356-4,06079356-4
05102836-5,06080241-3
05348611-2,06080241-3
06080241-3,06080241-3
05467220-1,06080285-1
06080285-1,06080285-1
03993077-1,06080529-6
04808259-2,06080529-6
04808884-3,06080529-6
05292137-3,06080529-6
05296094-1,06080529-6
05373734-1,06080529-6
05423918-3,06080529-6
05451784-1,06080529-6
05534108-1,06080529-6
05540824-3,06080529-6
05545289-5,06080529-6
05565074-2,06080529-6
05753044-6,06080529-6
05851926-1,06080529-6
05856906-3,06080529-6
05968324-4,06080529-6
06008139-2,06080529-6
06010966-1,06080529-6
06013582-3,06080529-6
06074954-2,06080529-6
06080529-6,06080529-6
06080529-7,06080529-6
06085688-3,06080529-6
06136211-11,06080529-6
06136211-4,06080529-6
06265318-2,06080529-6
06352049-15,06080529-6
06352049-5,06080529-6
06455431-2,06080529-6
06692648-2,06080529-6
04003770-2,06080529-7
05373734-1,06080529-7
05423918-3,06080529-7
05540824-3,06080529-7
05545289-5,06080529-7
05753044-6,06080529-7
05756400-9,06080529-7
05861086-5,06080529-7
05904778-2,06080529-7
05995235-1,06080529-7
06010966-1,06080529-7
06080529-6,06080529-7
06080529-7,06080529-7
06153530-3,06080529-7
06323647-3,06080529-7
06455431-2,06080529-7
06466881-2,06080529-7
06592707-6,06080529-7
06905968-3,06080529-7
04597822-1,06080614-3
05228330-1,06080614-3
06080614-3,06080614-3
06211550-2,06080614-3
04306916-1,06080630-2
04497022-5,06080630-2
04650544-2,06080630-2
04894353-1,06080630-2
04965739-1,06080630-2
05023614-2,06080630-2
05212106-2,06080630-2
05316969-1,06080630-2
05598341-1,06080630-2
05985726-2,06080630-2
06008094-2,06080630-2
06080630-2,06080630-2
06225229-1,06080630-2
06229184-1,06080630-2
04223308-5,06080644-2
06080644-2,06080644-2
05128230-1,06080654-1
05265143-1,06080654-1
05855837-2,06080654-1
06080654-1,06080654-1
03972059-1,06081035-1
04457986-3,06081035-1
04482445-1,06081035-1
05548091-4,06081035-1
05598033-1,06081035-1
05856911-1,06081035-1
05915752-7,06081035-1
05966592-1,06081035-1
06081035-1,06081035-1
06534392-2,06081035-1
06716671-2,06081035-1
06797312-1,06081035-1
06825552-2,06081035-1
06081132-1,06081132-1
06072708-1,06081140-1
06081140-1,06081140-1
05896411-2,06081155-1
05926070-2,06081155-1
06081155-1,06081155-1
06081155-2,06081155-1
05987459-3,06081155-2
06081155-1,06081155-2
06081155-2,06081155-2
06166622-3,06081155-2
06438176-1,06081155-2
06438176-2,06081155-2
04700086-2,06081210-1
04800340-2,06081210-1
05331162-2,06081210-1
06081210-1,06081210-1
06107853-2,06081210-1
06243847-3,06081210-1
06704903-4,06081210-1
04859304-1,06081246-2
04891794-1,06081246-2
05742267-1,06081246-2
05940052-3,06081246-2
06081246-2,06081246-2
06081429-1,06081429-1
06081572-1,06081572-1
06081638-1,06081638-1
05913043-1,06081864-1
06081864-1,06081864-1
06081864-2,06081864-1
06081864-3,06081864-1
06081864-4,06081864-1
06154801-2,06081864-1
06154801-3,06081864-1
05790871-2,06081864-2
05913043-1,06081864-2
06081864-1,06081864-2
06081864-2,06081864-2
06081864-3,06081864-2
06081864-4,06081864-2
06154801-2,06081864-2
06154801-3,06081864-2
05224569-1,06081864-3
05862148-2,06081864-3
05913043-1,06081864-3
06081864-1,06081864-3
06081864-2,06081864-3
06081864-3,06081864-3
06081864-4,06081864-3
06151658-1,06081864-3
06154801-2,06081864-3
06154801-3,06081864-3
05913043-1,06081864-4
06081864-1,06081864-4
06081864-2,06081864-4
06081864-3,06081864-4
06081864-4,06081864-4
06154801-2,06081864-4
06154801-3,06081864-4
06082692-1,06082692-1
04037111-4,06082714-4
05083865-3,06082714-4
05454903-2,06082714-4
05589003-2,06082714-4
05846332-5,06082714-4
05846332-7,06082714-4
05951776-1,06082714-4
05975740-2,06082714-4
05983906-4,06082714-4
06063199-3,06082714-4
06082714-4,06082714-4
04937206-2,06082950-1
05592102-1,06082950-1
05838121-3,06082950-1
05838121-4,06082950-1
05844195-2,06082950-1
06082950-1,06082950-1
06083085-1,06083085-1
06083278-1,06083278-1
06083278-2,06083278-1
06437808-1,06083278-1
06083278-1,06083278-2
06083278-2,06083278-2
04714536-4,06083321-2
06083321-2,06083321-2
06083321-3,06083321-2
03906951-1,06083321-3
04594769-1,06083321-3
04714536-4,06083321-3
04757359-1,06083321-3
04872947-5,06083321-3
05326725-7,06083321-3
06079356-2,06083321-3
06083321-2,06083321-3
06083321-3,06083321-3
06086676-2,06083321-3
06345642-1,06083321-3
06364954-4,06083321-3
04411023-1,06083344-5
04882129-2,06083344-5
05292399-2,06083344-5
05308417-5,06083344-5
05332443-7,06083344-5
05456757-1,06083344-5
05643364-3,06083344-5
05667631-2,06083344-5
05761023-5,06083344-5
05835335-2,06083344-5
05835391-1,06083344-5
05844195-4,06083344-5
06083344-5,06083344-5
06083344-8,06083344-5
06143078-2,06083344-5
06143078-3,06083344-5
06239553-1,06083344-5
06447651-5,06083344-5
04411023-1,06083344-8
04882129-2,06083344-8
05292399-2,06083344-8
05308417-5,06083344-8
05332443-7,06083344-8
05614055-2,06083344-8
05643364-3,06083344-8
05761023-5,06083344-8
06083344-5,06083344-8
06083344-8,06083344-8
05783489-2,06083419-3
05858813-5,06083419-3
05958288-3,06083419-3
06083419-3,06083419-3
06083429-1,06083429-1
05083865-4,06083569-2
06083569-2,06083569-2
04284706-3,06083806-1
05266183-2,06083806-1
06083806-1,06083806-1
05158644-1,06083852-3
05792269-4,06083852-3
05851602-3,06083852-3
05968324-4,06083852-3
06083852-3,06083852-3
05861794-1,06084193-1
06084193-1,06084193-1
06188033-1,06084193-1
06480079-2,06084193-1
05619067-1,06084306-3
05798564-1,06084306-3
05956233-1,06084306-3
06084306-3,06084306-3
06316822-1,06084306-3
04330769-3,06084467-1
05557406-2,06084467-1
05579347-3,06084467-1
05579347-4,06084467-1
05999043-1,06084467-1
06084467-1,06084467-1
06617921-1,06084467-1
06084473-1,06084473-1
06084473-2,06084473-1
06084473-1,06084473-2
06084473-2,06084473-2
04689581-1,06084774-2
06084774-2,06084774-2
06084774-3,06084774-2
04689581-1,06084774-3
06084774-2,06084774-3
06084774-3,06084774-3
05991305-1,06084856-2
06084856-2,06084856-2
05828848-5,06084861-3
06084861-3,06084861-3
06654614-1,06084861-3
06654614-2,06084861-3
05539832-2,06084891-1
05640427-1,06084891-1
05778342-2,06084891-1
06084891-1,06084891-1
06163548-4,06084891-1
06848069-0,06084891-1
06870890-3,06084891-1
06084935-1,06084935-1
04962533-1,06085269-1
05799180-1,06085269-1
06085269-1,06085269-1
05884148-2,06085321-2
06078959-4,06085321-2
06085321-2,06085321-2
06085407-1,06085407-1
06085407-2,06085407-1
06085407-1,06085407-2
06085407-2,06085407-2
05451784-1,06085688-1
06025916-2,06085688-1
06085688-1,06085688-1
