Games	Sport	Event	Athlete(s)	CountryCode	CountryName	Medal	ResultInSeconds
1924	Rowing	Double Sculls Men	Jack Kelly, Paul Costello	USA	United States of America	Gold	394
1924	Rowing	Double Sculls Men	Marc Detton, Jean-Pierre Stock	FRA	France	Silver	398
1924	Rowing	Double Sculls Men	Heini Thoma, Rudolf Bosshard	SUI	Switzerland	Bronze	No result
1924	Rowing	Eights Men	Alfred Wilson, Howard Kingsbury, Leonard Carpenter, John Miller, Al Lindley, James Rockefeller, Benjamin Spock, Laurence Stoddard, Frederick Sheffield	USA	United States of America	Gold	393.4
1924	Rowing	Eights Men	John Smith, Warren Snyder, Norman Taylor, Harold Little, Arthur Bell, Ivor Campbell, William Langford, Robert Hunter, William Wallace	CAN	Canada	Silver	409
1924	Rowing	Eights Men	Pietro Ivanov, Latino Galasso, Giuseppe Grivelli, Vittorio Gliubich, Antonio Cattalinich, Francesco Cattalinich, Simeone Cattalinich, Carlo Toniatti, Bruno Sorich	KIT	Italy	Bronze	No result
1924	Rowing	Single Sculls Men	Jack Beresford	GBR	Great Britain	Gold	469.2
1924	Rowing	Single Sculls Men	William Gilmore	USA	United States of America	Silver	474
1924	Rowing	Single Sculls Men	Josef Schneider	SUI	Switzerland	Bronze	481.1
1924	Swimming	100m Backstroke Men	Warren Kealoha	USA	United States of America	Gold	73.2
1924	Swimming	100m Backstroke Men	Paul Wyatt	USA	United States of America	Silver	75.4
1924	Swimming	100m Backstroke Men	K?roly Bartha	HUN	Hungary	Bronze	77.8
1924	Swimming	100m Backstroke Women	Sybil Bauer	USA	United States of America	Gold	83.2
1924	Swimming	100m Backstroke Women	Phyllis Harding	GBR	Great Britain	Silver	87.4
1924	Swimming	100m Backstroke Women	Aileen Riggin	USA	United States of America	Bronze	88.2
1924	Swimming	100m Freestyle Men	Johnny Weissmuller	USA	United States of America	Gold	59
1924	Swimming	100m Freestyle Men	Duke Kahanamoku	USA	United States of America	Silver	61.4
1924	Swimming	100m Freestyle Men	Samuel Kahanamoku	USA	United States of America	Bronze	61.8
1924	Swimming	100m Freestyle Women	Ethel Lackie	USA	United States of America	Gold	72.4
1924	Swimming	100m Freestyle Women	Mariechen Wehselau	USA	United States of America	Silver	72.8
1924	Swimming	100m Freestyle Women	Gertrude Ederle	USA	United States of America	Bronze	74.2
1924	Swimming	1500m Freestyle Men	Andrew Charlton	AUS	Australia	Gold	1206.6
1924	Swimming	1500m Freestyle Men	Arne Borg	SWE	Sweden	Silver	1241.4
1924	Swimming	1500m Freestyle Men	Frank Beaurepaire	AUS	Australia	Bronze	1308.4
1924	Swimming	200m Breaststroke Men	Robert Skelton	USA	United States of America	Gold	176.6
1924	Swimming	200m Breaststroke Men	Joseph De Combe	BEL	Belgium	Silver	179.2
1924	Swimming	200m Breaststroke Men	William Kirschbaum	USA	United States of America	Bronze	181
1924	Swimming	200m Breaststroke Women	Lucy Morton	GBR	Great Britain	Gold	213.2
1924	Swimming	200m Breaststroke Women	Agnes Geraghty	USA	United States of America	Silver	214
1924	Swimming	200m Breaststroke Women	Gladys Carson	GBR	Great Britain	Bronze	215.4
1924	Swimming	400m Freestyle Men	Johnny Weissmuller	USA	United States of America	Gold	304.2
1924	Swimming	400m Freestyle Men	Arne Borg	SWE	Sweden	Silver	305.6
1924	Swimming	400m Freestyle Men	Andrew Charlton	AUS	Australia	Bronze	306.6
1924	Swimming	400m Freestyle Women	Martha Norelius	USA	United States of America	Gold	362.2
1924	Swimming	400m Freestyle Women	Helen Wainwright	USA	United States of America	Silver	363.8
1924	Swimming	400m Freestyle Women	Gertrude Ederle	USA	United States of America	Bronze	364.8
1924	Swimming	4x100m Freestyle Relay Women	Euphrasia Donnelly, Ethel Lackie, Gertrude Ederle, Mariechen Wehselau	USA	United States of America	Gold	298.8
1924	Swimming	4x100m Freestyle Relay Women	Vera Tanner, Constance Jeans, Grace McKenzie, Florence Barker	GBR	Great Britain	Silver	317
1924	Swimming	4x100m Freestyle Relay Women	Aina Berg, Wivan Pettersson, Gurli Everlund, Hj?rdis T?pel	SWE	Sweden	Bronze	335.6
1924	Swimming	4x200m Freestyle Relay Men	Wallace O'Connor, Harrison Glancy, Ralph Breyer, Johnny Weissmuller	USA	United States of America	Gold	593.4
1924	Swimming	4x200m Freestyle Relay Men	Andrew Charlton, Maurice Christie, Frank Beaurepaire, Ernest Henry	AUS	Australia	Silver	602.2
1924	Swimming	4x200m Freestyle Relay Men	Arne Borg, ?ke Borg, Georg Werner, Orvar Trolle	SWE	Sweden	Bronze	606.8
1920	Athletics	10000m Men	Paavo Nurmi	FIN	Finland	Gold	1905.8
1920	Athletics	10000m Men	Joseph Guillemot	FRA	France	Silver	1907.2
1920	Athletics	10000m Men	James Wilson	GBR	Great Britain	Bronze	1910.8
1920	Athletics	100m Men	Charles Paddock	USA	United States of America	Gold	10.8
1920	Athletics	100m Men	Morris Kirksey	USA	United States of America	Silver	10.8
1920	Athletics	100m Men	Harry Edward	GBR	Great Britain	Bronze	11
1920	Athletics	110m Hurdles Men	Earl Thomson	CAN	Canada	Gold	14.8
1920	Athletics	110m Hurdles Men	Harold Barron	USA	United States of America	Silver	15.1
1920	Athletics	110m Hurdles Men	Frederick Murray	USA	United States of America	Bronze	15.2
1920	Athletics	1500m Men	Albert Hill	GBR	Great Britain	Gold	241.8
1920	Athletics	1500m Men	Philip Noel-Baker	GBR	Great Britain	Silver	242.4
1920	Athletics	1500m Men	Marion Shields	USA	United States of America	Bronze	243.1
1920	Athletics	200m Men	Allen Woodring	USA	United States of America	Gold	22
1920	Athletics	200m Men	Charles Paddock	USA	United States of America	Silver	22.1
1920	Athletics	200m Men	Harry Edward	GBR	Great Britain	Bronze	22.2
1920	Athletics	3000m Steeplechase Men	Percy Hodge	GBR	Great Britain	Gold	600.4
1920	Athletics	3000m Steeplechase Men	Patrick Flynn	USA	United States of America	Silver	611.4
1920	Athletics	3000m Steeplechase Men	Ernesto Ambrosini	KIT	Italy	Bronze	612.6
1920	Athletics	400m Hurdles Men	Frank Loomis	USA	United States of America	Gold	54
1920	Athletics	400m Hurdles Men	John Norton	USA	United States of America	Silver	54.3
1920	Athletics	400m Hurdles Men	August Desch	USA	United States of America	Bronze	54.5
1920	Athletics	400m Men	Bevil Rudd	SAF	South Africa	Gold	49.6
1920	Athletics	400m Men	Guy Butler	GBR	Great Britain	Silver	49.9
1920	Athletics	400m Men	Nils Engdahl	SWE	Sweden	Bronze	49.9
1920	Athletics	4x100m Relay Men	Morris Kirksey, Loren Murchison, Charles Paddock, Jackson Scholz	USA	United States of America	Gold	42.2
1920	Athletics	4x100m Relay Men	Ren? Tirard, Ren? Lorain, Ren? Mourlon, Emile Ali-Khan	FRA	France	Silver	42.6
1920	Athletics	4x100m Relay Men	Sven Malm, Agne Holmstr?m, William Petersson, Nils Sandstr?m	SWE	Sweden	Bronze	42.9
1920	Athletics	4x400m Relay Men	Guy Butler, Edward Toms, George Renwick, Richard Ripley, Cecil Griffiths, Robert Lindsay, John Ainsworth-Davis, Guy Butler	GBR	Great Britain	Gold	202.2
1920	Athletics	4x400m Relay Men	Harry Davel, Bevil Rudd, Clarence Oldfield, Jack Oosterlaak	SAF	South Africa	Silver	204.2
1920	Athletics	4x400m Relay Men	Maurice Delvart, Andr? Devaux, Gaston F?ry, G?o Andr?	FRA	France	Bronze	204.8
1920	Athletics	5000m Men	Joseph Guillemot	FRA	France	Gold	895.6
1920	Athletics	5000m Men	Paavo Nurmi	FIN	Finland	Silver	900
1920	Athletics	5000m Men	Erik Backman	SWE	Sweden	Bronze	913
1920	Athletics	800m Men	Albert Hill	GBR	Great Britain	Gold	113.4
1920	Athletics	800m Men	Earl Eby	USA	United States of America	Silver	113.6
1920	Athletics	800m Men	Bevil Rudd	SAF	South Africa	Bronze	114
1920	Athletics	Marathon Men	Hannes Kolehmainen	FIN	Finland	Gold	9155
1920	Athletics	Marathon Men	J?ri Lossmann	EST	Estonia	Silver	9168
1920	Athletics	Marathon Men	Valerio Arri	KIT	Italy	Bronze	9392
1920	Rowing	Double Sculls Men	Jack Kelly, Paul Costello	USA	United States of America	Gold	429
1920	Rowing	Double Sculls Men	Erminio Dones, Pietro Annoni	KIT	Italy	Silver	439
1920	Rowing	Double Sculls Men	Gaston Giran, Alfred Pl?	FRA	France	Bronze	441
1920	Rowing	Eights Men	William Jordan, Edward Moore, Alden Sanborn, Virgil Jacomini, Edwin Graves, Clyde King, Donald Johnston, Vincent Gallagher, Sherman Clark	USA	United States of America	Gold	365
1920	Rowing	Eights Men	John Campbell, Sebastian Earl, Robin Johnstone, Richard Lucas, Walter James, Ewart Horsfall, Ralph Shove, Guy Nickalls, Sidney Swann	GBR	Great Britain	Silver	365.8
1920	Rowing	Eights Men	Tollef Tollefsen, Adolf Nilsen, Karl Nag, Theodor Nag, Arne Mortensen, Conrad Olsen, Thoralf Hagen, Thore Michelsen, Haakon Ellingsen	NOR	Norway	Bronze	No result
1920	Rowing	Single Sculls Men	Jack Kelly	USA	United States of America	Gold	455
1920	Rowing	Single Sculls Men	Jack Beresford	GBR	Great Britain	Silver	456
1920	Rowing	Single Sculls Men	Darcy Hadfield	NZL	New Zealand	Bronze	No result
1920	Swimming	100m Backstroke Men	Warren Kealoha	USA	United States of America	Gold	75.2
1920	Swimming	100m Backstroke Men	Ray Kegeris	USA	United States of America	Silver	76.8
1920	Swimming	100m Backstroke Men	G?rard Blitz	BEL	Belgium	Bronze	79
1920	Swimming	100m Freestyle Men	Duke Kahanamoku	USA	United States of America	Gold	60.4
1920	Swimming	100m Freestyle Men	Pua Kealoha	USA	United States of America	Silver	62.2
1920	Swimming	100m Freestyle Men	William Harris	USA	United States of America	Bronze	63.2
1920	Swimming	100m Freestyle Women	Ethelda Bleibtrey	USA	United States of America	Gold	73.6
1920	Swimming	100m Freestyle Women	Irene Guest	USA	United States of America	Silver	77
1920	Swimming	100m Freestyle Women	Frances Schroth	USA	United States of America	Bronze	77.2
1920	Swimming	1500m Freestyle Men	Norman Ross	USA	United States of America	Gold	1343.2
1920	Swimming	1500m Freestyle Men	George Vernot	CAN	Canada	Silver	1356.4
1920	Swimming	1500m Freestyle Men	Frank Beaurepaire	AUS	Australia	Bronze	1384
1920	Swimming	200m Breaststroke Men	H?kan Malmroth	SWE	Sweden	Gold	184.4
1920	Swimming	200m Breaststroke Men	Thor Henning	SWE	Sweden	Silver	189.2
1920	Swimming	200m Breaststroke Men	Arvo Aaltonen	FIN	Finland	Bronze	192.2
1920	Swimming	400m Freestyle Men	Norman Ross	USA	United States of America	Gold	326.8
1920	Swimming	400m Freestyle Men	Ludy Langer	USA	United States of America	Silver	329
1920	Swimming	400m Freestyle Men	George Vernot	CAN	Canada	Bronze	329.6
1920	Swimming	4x100m Freestyle Relay Women	Frances Schroth, Ethelda Bleibtrey, Irene Guest, Margaret Woodbridge	USA	United States of America	Gold	311.6
1920	Swimming	4x100m Freestyle Relay Women	Charlotte Radcliffe, Hilda James, Constance Jeans, Grace McKenzie	GBR	Great Britain	Silver	340.8
1920	Swimming	4x100m Freestyle Relay Women	Karin Nilsson, Emy Machnow, Jane Gylling, Aina Berg	SWE	Sweden	Bronze	343.6
1920	Swimming	4x200m Freestyle Relay Men	Perry McGillivray, Norman Ross, Pua Kealoha, Duke Kahanamoku	USA	United States of America	Gold	604.4
1920	Swimming	4x200m Freestyle Relay Men	Frank Beaurepaire, William Herald, Henry Hay, Ivan Stedman	AUS	Australia	Silver	625.4
1920	Swimming	4x200m Freestyle Relay Men	Henry Taylor, Edward Peter, Harold Annison, Leslie Savage	GBR	Great Britain	Bronze	637.2
1912	Athletics	10000m Men	Hannes Kolehmainen	FIN	Finland	Gold	1880.8
1912	Athletics	10000m Men	Lewis Tewanima	USA	United States of America	Silver	1926.6
1912	Athletics	10000m Men	Albin Stenroos	FIN	Finland	Bronze	1941.8
1912	Athletics	100m Men	Ralph Craig	USA	United States of America	Gold	10.8
1912	Athletics	100m Men	Alvah Meyer	USA	United States of America	Silver	10.9
1912	Athletics	100m Men	Donald Lippincott	USA	United States of America	Bronze	10.9
1912	Athletics	110m Hurdles Men	Fred Kelly	USA	United States of America	Gold	15.1
1912	Athletics	110m Hurdles Men	James Wendell	USA	United States of America	Silver	15.2
1912	Athletics	110m Hurdles Men	Martin Hawkins	USA	United States of America	Bronze	15.3
1912	Athletics	1500m Men	Arnold Jackson	GBR	Great Britain	Gold	236.8
1912	Athletics	1500m Men	Abel Kiviat	USA	United States of America	Silver	236.9
1912	Athletics	1500m Men	Norman Taber	USA	United States of America	Bronze	236.9
1912	Athletics	200m Men	Ralph Craig	USA	United States of America	Gold	21.7
1912	Athletics	200m Men	Donald Lippincott	USA	United States of America	Silver	21.8
1912	Athletics	200m Men	Willie Applegarth	GBR	Great Britain	Bronze	22
1912	Athletics	400m Men	Charles Reidpath	USA	United States of America	Gold	48.2
1912	Athletics	400m Men	Hanns Braun	DEU	Germany	Silver	48.3
1912	Athletics	400m Men	Edward Lindberg	USA	United States of America	Bronze	48.4
1912	Athletics	4x100m Relay Men	David Jacobs, Henry Macintosh, Vic d'Arcy, Willie Applegarth	GBR	Great Britain	Gold	42.4
1912	Athletics	4x100m Relay Men	Knut Lindberg, Charles Luther, Ivan M?ller, Ture Persson	SWE	Sweden	Silver	42.6
1912	Athletics	4x400m Relay Men	Melvin Sheppard, Ted Meredith, Charles Reidpath, Edward Lindberg	USA	United States of America	Gold	196.6
1912	Athletics	4x400m Relay Men	Charles Lelong, Pierre Failliot, Robert Schurrer, Charles Poulenard	FRA	France	Silver	200.7
1912	Athletics	4x400m Relay Men	James Soutter, Cyril Seedhouse, George Nicol, Ernest Henley	GBR	Great Britain	Bronze	203.2
1912	Athletics	5000m Men	Hannes Kolehmainen	FIN	Finland	Gold	876.6
1912	Athletics	5000m Men	Jean Bouin	FRA	France	Silver	876.7
1912	Athletics	5000m Men	George Hutson	GBR	Great Britain	Bronze	907.6
1912	Athletics	800m Men	Ted Meredith	USA	United States of America	Gold	111.9
1912	Athletics	800m Men	Melvin Sheppard	USA	United States of America	Silver	112
1912	Athletics	800m Men	Ira Davenport	USA	United States of America	Bronze	112
1912	Athletics	Marathon Men	Kennedy McArthur	SAF	South Africa	Gold	9414
1912	Athletics	Marathon Men	Christian Gitsham	SAF	South Africa	Silver	9472
1912	Athletics	Marathon Men	Gaston Strobino	USA	United States of America	Bronze	9522
1912	Rowing	Eights Men	Sidney Swann, Philip Fleming, Henry Wells, Leslie Wormwald, Stanley Garton, Angus Gillan, Ewart Horsfall, Alister Kirby, Edgar Burgess	GBR	Great Britain	Gold	375
1912	Rowing	Eights Men	Beaufort Burdekin, Robert Bourne, William Fison, Thomas Gillespie, John Walker, Arthur Wiggins, Charles Littlejohn, William Parker, Frederick Pitman	GBR	Great Britain	Silver	379
1912	Rowing	Eights Men	Rudolf Reichelt, Kurt Runge, Hans Matthiae, Max Vetter, Otto Liebing, Max Br?ske, Fritz Bartholom?, Willi Bartholom?, Werner Dehn	DEU	Germany	Bronze	No result
1912	Rowing	Single Sculls Men	Wally Kinnear	GBR	Great Britain	Gold	467.6
1912	Rowing	Single Sculls Men	Polydore Veirman	BEL	Belgium	Silver	476
1912	Rowing	Single Sculls Men	Hugo Kusick	EST	Estonia	Bronze	No result
1912	Rowing	Single Sculls Men	Everard Butler	CAN	Canada	Bronze	No result
1912	Swimming	100m Backstroke Men	Harry Hebner	USA	United States of America	Gold	81.2
1912	Swimming	100m Backstroke Men	Otto Fahr	DEU	Germany	Silver	82.4
1912	Swimming	100m Backstroke Men	Paul Kellner	DEU	Germany	Bronze	84
1912	Swimming	100m Freestyle Men	Duke Kahanamoku	USA	United States of America	Gold	63.4
1912	Swimming	100m Freestyle Men	Cecil Healy	ANZ	Australasia	Silver	64.6
1912	Swimming	100m Freestyle Men	Ken Huszagh	USA	United States of America	Bronze	65.6
1912	Swimming	100m Freestyle Women	Fanny Durack	ANZ	Australasia	Gold	82.2
1912	Swimming	100m Freestyle Women	Mina Wylie	ANZ	Australasia	Silver	85.4
1912	Swimming	100m Freestyle Women	Jennie Fletcher	GBR	Great Britain	Bronze	87
1912	Swimming	1500m Freestyle Men	George Hodgson	CAN	Canada	Gold	1320
1912	Swimming	1500m Freestyle Men	John Hatfield	GBR	Great Britain	Silver	1359
1912	Swimming	1500m Freestyle Men	Harold Hardwick	ANZ	Australasia	Bronze	1395.4
1912	Swimming	200m Breaststroke Men	Walther Bathe	DEU	Germany	Gold	181.8
1912	Swimming	200m Breaststroke Men	Willy L?tzow	DEU	Germany	Silver	185
1912	Swimming	200m Breaststroke Men	Kurt Malisch	DEU	Germany	Bronze	188
1912	Swimming	400m Freestyle Men	George Hodgson	CAN	Canada	Gold	324.4
1912	Swimming	400m Freestyle Men	John Hatfield	GBR	Great Britain	Silver	325.8
1912	Swimming	400m Freestyle Men	Harold Hardwick	ANZ	Australasia	Bronze	331.2
1912	Swimming	4x100m Freestyle Relay Women	Jennie Fletcher, Isabella Moore, Annie Speirs, Irene Steer	GBR	Great Britain	Gold	352.8
1912	Swimming	4x100m Freestyle Relay Women	Hermine Stindt, Louise Otto, Grete Rosenberg, Vally Dressel	DEU	Germany	Silver	364.6
1912	Swimming	4x100m Freestyle Relay Women	Margarete Adler, Klara Milch, Josephine Sticker, Berta Zahourek	AUT	Austria	Bronze	377
1912	Swimming	4x200m Freestyle Relay Men	Cecil Healy, Leslie Boardman, Malcolm Champion, Harold Hardwick	ANZ	Australasia	Gold	611.6
1912	Swimming	4x200m Freestyle Relay Men	Harry Hebner, Ken Huszagh, Perry McGillivray, Duke Kahanamoku	USA	United States of America	Silver	620.2
1912	Swimming	4x200m Freestyle Relay Men	John Hatfield, William Foster, Thomas Battersby, Henry Taylor	GBR	Great Britain	Bronze	628.2
1908	Athletics	100m Men	Reggie Walker	SAF	South Africa	Gold	10.8
1908	Athletics	100m Men	James Rector	USA	United States of America	Silver	10.9
1908	Athletics	100m Men	Robert Kerr	CAN	Canada	Bronze	11
1908	Athletics	110m Hurdles Men	Forrest Smithson	USA	United States of America	Gold	15
1908	Athletics	110m Hurdles Men	John Garrels	USA	United States of America	Silver	15.7
1908	Athletics	110m Hurdles Men	Arthur Shaw	USA	United States of America	Bronze	16.4
1908	Athletics	1500m Men	Melvin Sheppard	USA	United States of America	Gold	243.4
1908	Athletics	1500m Men	Harold Wilson	GBR	Great Britain	Silver	243.6
1908	Athletics	1500m Men	Norman Hallows	GBR	Great Britain	Bronze	244
1908	Athletics	200m Men	Robert Kerr	CAN	Canada	Gold	22.6
1908	Athletics	200m Men	Robert Cloughen	USA	United States of America	Silver	22.6
1908	Athletics	200m Men	Nate Cartmell	USA	United States of America	Bronze	22.7
1908	Athletics	400m Hurdles Men	Charles Bacon	USA	United States of America	Gold	55
1908	Athletics	400m Hurdles Men	Harry Hillman	USA	United States of America	Silver	55.3
1908	Athletics	400m Hurdles Men	Jimmy Tremeer	GBR	Great Britain	Bronze	57
1908	Athletics	400m Men	Wyndham Halswelle	GBR	Great Britain	Gold	50
1908	Athletics	800m Men	Melvin Sheppard	USA	United States of America	Gold	112.8
1908	Athletics	800m Men	Emilio Lunghi	KIT	Italy	Silver	114.2
1908	Athletics	800m Men	Hanns Braun	DEU	Germany	Bronze	115.2
1908	Athletics	Marathon Men	John Hayes	USA	United States of America	Gold	10518
1908	Athletics	Marathon Men	Charles Hefferon	SAF	South Africa	Silver	10566
1908	Athletics	Marathon Men	Joe Forshaw	USA	United States of America	Bronze	10630
1908	Rowing	Coxless Fours Men	John Somers-Smith, Angus Gillan, Duncan Mackinnon, Collier Cudmore	GBR	Great Britain	Gold	514
1908	Rowing	Coxless Fours Men	Harold Barker, John Fenning, Philip Filleul, Gordon Thomson, Albertus Wielsma, Geoffrey Taylor, Hermanus H?fte, Charles Riddy, Becher Robert Gale, Bernardus Croon, Gordon Balfour, Johan Burk	NED	Netherlands	Bronze	No result
1908	Rowing	Coxless Pairs Men	John Fenning, Gordon Thomson	GBR	Great Britain	Gold	581
1908	Rowing	Coxless Pairs Men	Philip Verdon, George Fairbairn, Willy D?skow, Norwey Jackes, F B Toms, Martin Stahnke	DEU	Germany	Bronze	No result
1908	Rowing	Eights Men	Charles Burnell, Raymond Etherington-Smith, Henry Bucknall, Albert Gladstone, Gilchrist Maclagen, Banner Johnstone, Frederick Kelly, Guy Nickalls, Ronald Sanderson	GBR	Great Britain	Gold	472
1908	Rowing	Eights Men	Oscar Taelman, R?my Orban, Rodolphe Poma, Georges Mijs, Marcel Morimont, Alfred Vanlandeghem, Polydore Veirman, Fran?ois Vergucht, Oscar Charles de Somville, John Burn, Oswald Carver, Gordon Balfour, Richard Boyle, Douglas Kertland, Harold Kitching, Walter Lewis, Henry Goldsmith, Frank Jerwood, Becher Robert Gale, Julius Thomson, Edward Williams, George Wright, Charles Riddy, Irvine Robertson, Eric Powell, Geoffrey Taylor, Douglas Stuart	GBR	Great Britain	Bronze	No result
1908	Rowing	Single Sculls Men	Harry Blackstaffe	GBR	Great Britain	Gold	566
1908	Rowing	Single Sculls Men	Alexander McCulloch	GBR	Great Britain	Silver	No result
1908	Rowing	Single Sculls Men	Bernhard von Gaza	DEU	Germany	Bronze	No result
1908	Rowing	Single Sculls Men	K?roly Levitzky	HUN	Hungary	Bronze	No result
1908	Swimming	100m Backstroke Men	Arno Bieberstein	DEU	Germany	Gold	84.6
1908	Swimming	100m Backstroke Men	Hans Dam	DEN	Denmark	Silver	86.6
1908	Swimming	100m Backstroke Men	Herbert Haresnape	GBR	Great Britain	Bronze	87
1908	Swimming	100m Freestyle Men	Charles Daniels	USA	United States of America	Gold	65.6
1908	Swimming	100m Freestyle Men	Zolt?n von Halmay	HUN	Hungary	Silver	66.2
1908	Swimming	100m Freestyle Men	Harald Julin	SWE	Sweden	Bronze	68
1908	Swimming	1500m Freestyle Men	Henry Taylor	GBR	Great Britain	Gold	1368.4
1908	Swimming	1500m Freestyle Men	Thomas Battersby	GBR	Great Britain	Silver	1371.2
1908	Swimming	1500m Freestyle Men	Frank Beaurepaire	ANZ	Australasia	Bronze	1376.2
