Athlete	CountryCode	Medals
sherri howard, valerie brisco-hooks, chandra cheeseborough	USA	1
shigeo arai	JPN	1
shigeo arai, shigeo sugiura, masahari taguchi, masonori yusa	JPN	1
shirley babashoff	USA	5
shirley babashoff, jane barkman, jennifer kemp, sandra neilson	USA	1
shirley strickland	AUS	3
shirley strickland, fleur mellor, betty cuthbert, norma croker	AUS	1
shirley strong	GBR	1
shiro hashizume	JPN	1
shiwen ye	CHN	2
shouying zhou, xiuhua zhou, xianghua zhang, yali zhang, xiao yang, yadong hu, yaqin han, yanwen he, ronghua li	CHN	1
shozo makino	JPN	2
shumpei uto	JPN	2
sidney atkinson	SAF	2
sidney swann, philip fleming, henry wells, leslie wormwald, stanley garton, angus gillan, ewart horsfall, alister kirby, edgar burgess	GBR	1
sigrun wodars	GDR	1
sileshi sihine	ETH	1
silke h?rner	GDR	2
silken laumann	CAN	2
silvia chiv?s	CUB	1
silvia chiv?s, marlene elejarde, carmen vald?s, fulgencia romay	CUB	1
silvia poll	CRC	1
silvio leonard	CUB	1
simone osygus, bettina ustrowski, daniela brendel, jana d?rries, dagmar hase, daniela hunger, franziska van almsick	GER	1
simone osygus, manuela stellmach, kerstin kielga?, annette hadding, daniela hunger, franziska van almsick	GER	1
simone raineri, alessio sartori, agostino abbagnale, rossano galtarossa	ITA	1
sippy woodhead	USA	1
slavomir knazovicky	SVK	1
s?ndor rozsny?l	HUN	1
s?ndor wlad?r	HUN	1
sofia assefa	ETH	1
solenne figues	FRA	1
sonia o'sullivan	IRL	1
spiridon louis	GRE	1
staciana stitts, courtney shealy, ashley tappin, dara torres, megan quann, bj bedford, jenny thompson, amy van dyken	USA	1
stanislava komarova	RUS	1
stanislawa walasiewicz	POL	2
stanley vickers	GBR	1
stan rowley	AUS	2
stefani werremeier, ingeborg schwerzmann	GER	1
stefan kaplaniak, wladyslaw zielinski	POL	1
stefano baldini	ITA	1
stefano battistelli	ITA	2
stefan pfeiffer	FRG	2
stefan semmler, j?rgen thiele, siegfried brietzke, andreas decker	GDR	1
stefan semmler, wolfgang mager, siegfried brietzke, andreas decker	GDR	1
steffen bogs, heiko habermann, jens k?ppen, steffen z?hlke	GDR	1
steffen zesner, christian tr?ger, oliver lampe, christian keller, aimo heilmann, konstantin dubrovin	GER	1
stefka mihaylova madina, violeta nikolaeva ninova	BUL	1
sten pettersson	SWE	1
stepan oshchepkov, andrey khimich	URS	1
stephan caron	FRA	2
stephan freigang	GER	1
stephanie graf	AUT	1
stephanie rice	AUS	2
stephan moelvig, thor kristensen, eskild ebbesen, thomas ebert	DEN	1
stephan volkert, andr? willms, andreas hajek, marco geisler	GER	1
stephen anderson	USA	1
stephen holland	AUS	1
stephen kipkorir	KEN	1
stephen kiprotich	UGA	1
stephen parry	GBR	1
steve clark, don schollander, roy saari, gary ilman	USA	1
steve cram	GBR	1
steve giles	CAN	1
steve lewis	USA	2
steve lewis, kevin robinzine, butch reynolds, danny everett	USA	1
steve lundquist	USA	1
steve lysack, stephan macknowski	USA	1
steven blaisse, ernst veenemans	NED	1
steven coppola, micah boyd, wyatt allen, josh inman, beau hoopman, bryan volpenhein, daniel walsh, matt schnobrich	USA	1
steven furniss	USA	1
steven genter	USA	2
steven gregg	USA	1
steven redgrave, matthew pinsent	GBR	1
steven redgrave, matthew pinsent, timothy foster, james cracknell	GBR	1
steve ovett	GBR	2
stev theloke	GER	1
st. george ashe	GBR	1
stuart mackenzie	AUS	1
suleiman nyambui	TAN	1
summer sanders	USA	3
sung-yong nam	JPN	1
susan atwood	USA	2
susan francia, anna goodale, erin cafaro, anna cummins, caryn davies, lindsay shoop, carl lind, elle logan	USA	1
susanne gunnarsson-wiberg, agneta andersson	SWE	1
susanne nielsson	DEN	1
susan o'neill	AUS	4
susan pedersen	USA	2
susan pedersen, jan henne, linda gustavson, jane barkman	USA	1
susan rapp	USA	1
susan shields	USA	1
susanthika jayasinghe	SRI	1
suzanne landells	AUS	1
sven malm, agne holmstr?m, william petersson, nils sandstr?m	SWE	1
svetlana babalina	URS	1
svetlana masterkova	RUS	2
svetlana varganova	URS	1
sybil bauer	USA	1
sybille sch?nrock	GDR	1
sylviane felix, muriel hurtis, christine arron, veronique mang	FRA	1
sylvia ruuska	USA	1
sylvi saimo	FIN	1
szilvia szabo, erzsebet viski, rita k?b?n, katalin kovacs	HUN	1
szilvia szabo, katalin kovacs	HUN	1
taehwan park	KOR	2
takashi ishimoto	JPN	1
takashi yamamoto	JPN	1
takashi yokoyama, masonori yusa, hisakichi toyoda, yasuji miyazaki	JPN	1
takeshi matsuda	JPN	2
tamas kiss, gyorgy kozmann	HUN	1
tam?s buday, oszk?r frey	HUN	1
tam?s darnyi	HUN	4
tam?s wichmann	HUN	2
tania dangalakova	BUL	1
tanya lawrence	JAM	1
taoufik makhloufi	ALG	1
tapio kantanen	FIN	1
tariku bekele	ETH	1
tarnee white, dyana calub, leisel jones, susan o'neill, petria thomas, giaan rooney, sarah ryan	AUS	1
tarnee white, emily seebohm, lisbeth trickett, shayne reese, jessicah schipper, felicity galvez, leisel jones	AUS	1
tasha danvers	GBR	1
tatsugo kawaishi	JPN	1
tatsuo fujimoto, makoto fukui, hiroshi ishii, tsuyoshi yamanaka	JPN	1
tatyana anisimova	URS	1
tatyana kazankina	URS	3
tatyana korshunova	URS	1
tatyana ledovskaya	URS	1
tatyana petrova arkhipova	RUS	1
tatyana prorochenko, lyudmila maslakova, nadezhda besfamilnaya, vera anisimova	URS	1
tatyana providokhina	URS	1
tatyana tomashova	RUS	1
tatyana veshkurova, tatiana firova, yulia gushchina, anastasia kapachinskaya, lyudmila litvinova, elena migunova	RUS	1
tebbs lloyd-johnson	GBR	1
tecla marinescu-borcanca, maria stefan-mihoreanu, nastasia ionescu, agafia constantin-buhaev	ROM	1
teddy flack	AUS	2
ted meredith	USA	1
ted murphy, sebastian bea	USA	1
teijiro tanikawa, hiroshi suzuki, toru goto, yoshihiro hamaguchi	JPN	1
teodor kocerka	POL	2
teofilo yldefonzo	PHI	2
terence parkin	RSA	1
terrence trammell	USA	2
terri stickles	USA	1
tesfaye tola	ETH	1
tetiana tereshchuk-antipova	UKR	1
tetsuo hamuro	JPN	1
tetsuo okamoto	BRA	1
tetyana samolenko	URS	1
tetyana semykina, inna osypenko, hanna balabanova, olena cherevatova	UKR	1
teun beijnen, wilhelm r?singh	NED	1
thaddeus shideler	USA	1
thane baker	USA	3
theodore collet	GBR	1
theodore mittet, richard lyon, geoffrey picard	USA	1
theresa andrews	USA	1
therese alshammar	SWE	2
therese zenz	GER	2
therese zenz, ingrid hartmann	GER	1
theresia kiesl	AUT	1
thiago pereira	BRA	1
thomas battersby	GBR	1
thomas bohrer, william burden, jeffrey mclaughlin, patrick manning	USA	1
thomas evenson	GBR	1
thomas fahrner	FRG	1
thomas fahrner, michael gro?, dirk korthals, alexander schowtka	FRG	1
thomas fahrner, michael gro?, erik hochstein, rainer henkel	FRG	1
thomas farrell	USA	1
thomas greiner, ralf brudel, olaf f?rster, roland schr?der	GDR	1
thomas hall	CAN	1
thomas hampson	GBR	1
thomas hicks	USA	1
thomas hill	USA	1
thomas jager	USA	2
thomas jefferson	USA	1
thomas lange	GDR	1
thomas lange	GER	2
thomas lurz	GER	1
thomas mcbreen	USA	1
thomas munkelt	GDR	1
thomas pkemei longosiwa	KEN	1
thomas ponting, mark tewksbury, stephen clarke, marcel gery	CAN	1
thomas price, charles logg	USA	1
thomas reineck, detlef hofmann, olaf winter, mark zabel	GER	1
thomas richards	GBR	1
thomas rupprath, jens kruppa, helge meeuw, steffen driesen, lars conrad	GER	1
thomas strau?, peter van roye	FRG	1
thor henning	SWE	1
thorvald str?mberg	FIN	1
tianfeng si	CHN	1
tibor tatai	HUN	1
tiffany cohen	USA	2
tiki gelana	ETH	1
tim brabants	GBR	3
tim crooks, richard clark, hugh matheson, david maxwell, richard lester, leonard robertson, patrick sweeney, frederick smallbone, john yallop	GBR	1
tim grohmann, lauritz schoof, karl schulze, phillipp wende	GER	1
tim mckee	USA	3
timothy foster, rupert obholzer, greg searle, jonathon searle	GBR	1
timothy kitum	KEN	1
timothy shaw	USA	1
tim wiesk?tter, ronald rauhe	GER	1
tim young, eric mueller, brian jamieson, jason gailes	USA	1
tina dietze, franziska weber	GER	1
tineke lagerberg	NED	1
tinus osendarp	NED	2
tirunesh dibaba	ETH	5
t?nde szab?	HUN	1
todd pearson, adam pine, ian thorpe, chris fydler, ashley callus, michael klim	AUS	1
toimi pitk?nen, veli lehtel?	FIN	1
toivo loukola	FIN	1
tollef tollefsen, adolf nilsen, karl nag, theodor nag, arne mortensen, conrad olsen, thoralf hagen, thore michelsen, haakon ellingsen	NOR	1
tom bruce	USA	1
tom bruce, jerry heidenreich, mark spitz, michael stamm	USA	1
tom burke	USA	2
tom courtney	USA	1
tom curtis	USA	1
tom dolan	USA	3
tom james, andrew triggs hodge, pete reed, alex gregory	GBR	1
tom malchow	USA	2
tommie smith	USA	1
tommy green	GBR	1
tommy karls, lars-erik moberg, thomas ohlsson, per-inge bengtsson	SWE	1
tomomi morita	JPN	1
tom wilkens	USA	1
tonie campbell	USA	1
tonique williams-darling	BAH	1
tonja buford-bailey	USA	1
tonu endrekson, juri jaanson	EST	1
tony dees	USA	1
toos beumer, paulina van der wildt, winnie van weerdeburg, erica terpstra	NED	1
tore sj?strand	SWE	1
torri edwards, chryste gaines, marion jones, nanceen perry, chryste gaines, gail devers, inger miller, gwen torrence	USA	1
torsten gutsche, kay bluhm	GER	1
toshio irie	JPN	1
tove s?by	DEN	1
tracey caulkins	USA	2
tracy cameron, melanie kok	CAN	1
trine hansen	DEN	1
tripp schwenk	USA	1
tsegay kebede	ETH	1
tsutomu oyokota	JPN	1
tsuyoshi yamanaka	JPN	3
tyler clary	USA	1
uchenna emedolu, olusoji fasuba, aaron egbele, deji aliu	NGR	1
ueli bodenmann, beat schwerzmann	SUI	1
ugo frigerio	KIT	1
ulrich eicke	FRG	1
ulrich kons, hans-peter koppe, ulrich karnatz, j?rg friedrich, bernd h?ing, uwe d?hring, jens dobersch?tz, bernd krau?, klaus-dieter ludwig	GDR	1
ulrich papke, ingo spelly	GER	1
ulrike klapezynski	GDR	1
ulrike richter	GDR	2
ulrike tauber	GDR	2
umberto bond?, pietro freschi, paolo gennari, cesare rossi	KIT	1
ursula brunner, christel steffin, gisela wei?, heidi pechstein	GER	1
ursula donath	GER	1
ursula happe	GER	1
usain bolt	JAM	4
usain bolt, michael frater, nesta carter, yohan blake	JAM	1
uta rohl?nder, anja r?cker, linda kisabaka, grit breuer	GER	1
ute geweniger	GDR	1
uwe da?ler	GDR	2
uwe da?ler, thomas flemming, sven lodziewski, steffen zesner	GDR	1
vadim yaroshchuk	URS	1
?va d?nusz, rita k?b?n	HUN	1
vadzim makhneu, raman piatrushenka	BLR	1
valentina yegorova	RUS	1
valentina yegorova	URS	1
valentin boreyko, oleg golovanov	URS	1
valentin massana	ESP	1
valeria bufanu	ROM	1
valerie brisco-hooks	USA	2
valerie brisco-hooks, florence griffith-joyner, denean howard-hill	USA	1
valerio arri	KIT	1
valeriy borchin	RUS	1
valery borzov	URS	3
valery dolinin, aleksey kamkin, aleksandr kulagin, vitaly yeliseyev	URS	1
val?ria gyenge	HUN	1
vanderlei lima	BRA	1
vanja gesheva-tsvetkova	BUL	2
vanja gesheva-tsvetkova, borislava ivanova, diana paliyska, ognyana petkova	BUL	1
?va nov?k	HUN	3
?va nov?k, ilona nov?k, katalin sz?ke, judit temes	HUN	1
?va rakusz, m?ria zakari?s	HUN	1
vasile diba	ROM	3
vasileios polymeros, dimitros mougios	GRE	1
vasily arkhipenko	URS	1
vasily yakusha	URS	1
vasily yakusha, aleksandr marchenko	URS	1
vasily yurchenko	URS	1
?va sz?kely	HUN	2
v?clav chalupa	CZR	1
v?clav koz?k, pavel schmidt	CZE	1
vebj?rn rodal	NOR	1
veenhoven, kingma, achterberg, de groot, repelaer van driel, belderbos, bouw, de haan, schellekens	NED	1
veikko karvonen	FIN	1
veniamin soldatenko	URS	1
venuste niyongabo	BDI	1
vera cochelea, elisabeta lipa	ROM	1
vera komisova	URS	1
vera tanner, constance jeans, grace mckenzie, florence barker	GBR	1
veronica campbell	JAM	3
veronica campbell, aleen bailey, sherone simpson, tanya lawrence	JAM	1
veronica campbell-brown	JAM	1
veronica campbell-brown, sherone simpson, kerron stewart, shelly-ann fraser-pryce	JAM	1
vicente lima, andr? silva, edson ribeiro, claudinei da silva	BRA	1
victor davis	CAN	2
viktor denisov, aleksandr motuzenko, igor nagayev, sergey kirsanov	URS	1
viktor denisov, igor nagayev	URS	1
viktor flessl, leo losert	AUT	1
viktor kakoshin, grigory dmitrenko, andrey tishchenko, aleksandr tkachenko, jonas pinskus, jonas narmontas, aleksandr matsevich, igor maystrenko, andrey lugin	URS	1
viktor kuznetsov	URS	1
viktor markin	URS	1
viktor mazanov, igor grivennikov, georgi kulikov, vladimir bure	URS	1
viktor mazanov, leonid ilyichov, georgi kulikov, semyon belitz-geyman	URS	1
viktor mazanov, vladimir bure, viktor aboimov, igor grivennikov	URS	1
viktor reneysky, nikola? juravschi	MDA	1
viktor reneysky, nikola? juravschi	URS	2
ville ritola	FIN	5
vilma egresi, kl?ra fried-b?nfalvi	HUN	1
vincent duncker	DEU	1
vincent matthews	USA	1
violeta szekely	ROM	1
violetta quesada, fulgencia romay, miguelina cobi?n, marlene elejarde	CUB	1
viorica dumitru	ROM	1
viorica dumitru, maria nichiforov	ROM	1
viorica susanu, georgeta andrunache	ROM	1
virginia duenkel	USA	2
virginia lee, rebecca joyce	AUS	1
vitaly galkov	URS	1
vitaly savin, vladimir muravyov, vladimir krylov, viktor bryzgin	URS	1
vitaly sorokin, vladimir struzhanov, boris nikitin, gennady nikolayev	URS	1
vivian cheruiyot	KEN	2
vladek lacina, zdenek pecka, jaroslav hellebrand, v?clav vochoska	CZE	1
vladimir andreyev	RUS	1
vladimir bure	URS	1
vladimir dolgov	URS	1
vladimir golubnichy	URS	4
vladimir kazantsev	URS	1
vladimir kosinsky	URS	2
vladimir kuts	URS	2
vladimir morozov, aleksandr shaparenko	URS	1
vladimir parfenovich	URS	1
vladimir parfenovich, sergey chukhray	URS	1
vladimir raskatov	URS	1
vladimir rodimushkin, yevgeny samsonov, igor polyakov, slava amiragov, yevgeny brago, igor borisov, leonid gissen, vladimir kryukov, aleksey komarov	URS	1
vladimir salnikov	URS	3
vladimir selkov	URS	1
vladimir selkov, aleksandr popov, stanislav lopukhov, denis pankratov, roman ivanovskiy, vladislav kulikov, roman yegorov	RUS	1
vladimir sukharyev, boris tokarev, leonid bartenev, yuri konovalov	URS	1
vladimir sukharyev, levan sanadse, boris tokarev, levan kalyaev	URS	1
vladimir volodenkov, dmitriy rozinkevich, roman monchenko, pavel melnikov, sergey matveyev, andrey glukhov, aleksandr lukyanov, nikolay aksyonov, anton chermashentsev	RUS	1
vladim?r andrs, pavel hofman	CZE	1
vladislav kulikov	RUS	1
voitto hellst?n	FIN	1
volker beck	GDR	1
volmari iso-hollo	FIN	4
voula patoulidou	GRE	1
vyacheslav ivanenko	URS	1
vyacheslav ivanov	URS	3
waldemar cierpinski	GDR	2
wallace o'connor, harrison glancy, ralph breyer, johnny weissmuller	USA	1
wallace wolf, william smith, walter ris, james mclane	USA	1
wally kinnear	GBR	1
walter dix	USA	2
walter laufer	USA	1
walter mahlendorf, martin lauer, bernd cullmann, armin hary	GER	1
walter rangeley	GBR	1
walter ris	USA	1
walter tewksbury	USA	3
walther bathe	DEU	1
warren kealoha	USA	2
warren weir	JAM	1
wayne collett	USA	1
wayne frye, william fields, robert detweiler, james dunbar, charles manring, richard murphy, henry proctor, frank shakespeare, edward stevens	USA	1
wendell mottley	TRI	1
wendell mottley, edwin skinner, edwin roberts, kent bernard	TRI	1
wendy boglioli	USA	1
wendy weinberg	USA	1
wenyi yang	CHN	2
werner lampe	FRG	1
werner lueg	GER	1
whitney hedgepeth	USA	2
wieger mensonides	NED	1
wilfred bungei	KEN	1
wilfried hartung, peter bruch, roland matthes, lutz unger	GDR	1
wilhelmina von bremen	USA	1
william burden, seth bauer, jonathan smith, michael teti, john rusher, ted patton, john pescatore, jeffrey mclaughlin, peter nordell	USA	1
william crothers	CAN	1
william dally, peter donlon, francis frederick, donald blessing, john brinck, hubert caldwell, marvin stalder, james workman, william thompson	USA	1
william forrester	USA	1
william frank	USA	1
william gilmore	USA	1
william gilmore, kenneth myers	USA	1
william harris	USA	1
william holland	USA	1
william jordan, edward moore, alden sanborn, virgil jacomini, edwin graves, clyde king, donald johnston, vincent gallagher, sherman clark	USA	1
william kirschbaum	USA	1
william knecht, william stowe, stanley cwiklinski, harold budd, joseph amlong, thomas amlong, emory clark, hugh foley, r?bert zimonyi	USA	1
william maher, john nunn	USA	1
william miller	USA	1
william miller, charles karle, george heales, ernest bayer	USA	1
william mutwol	KEN	1
william nichol, harold abrahams, lancelot royle, walter rangeley	GBR	1
william porter	USA	1
william robinson	GBR	1
william sherring	CAN	1
william smith	USA	1
william tanui	KEN	1
william varley, john mulcahy	USA	1
william verner	USA	1
william yorzyk	USA	1
willie applegarth	GBR	1
willie davenport	USA	2
willie den ouden	NED	1
willie may	USA	1
willy l?tzow	DEU	1
willy sch?rer	SUI	1
wilma rudolph	USA	2
wilma rudolph, margaret matthews, isabelle daniels, mae faggs, janet moreau, barbara jones, catherine hardy, mae faggs	USA	1
wilma van rijn, manon van rooijen, inge de bruijn, chantal groot, thamar henneken	NED	1
wilson boit kipketer	KEN	1
wilson kipketer	DEN	2
wilson kiprugut	KEN	2
wilson kipsang kiprotich	KEN	1
wiltrud urselmann	GER	1
wim slijkhuis	NED	2
wim van der kroft, nico tates	NED	1
winona zimmerman	USA	1
winthrop graham	JAM	1
winthrop graham, trevor grahem, bert cameron, howard davis, devon morris	JAM	1
wolfgang g?ldenpfennig	GDR	1
wolfgang hottenrott, michael schwan	GER	1
wolfgang mager, siegfried brietzke	GDR	1
wu you, gao yulan	CHN	1
wyndham halswelle	GBR	3
wyomia tyus	USA	2
wyomia tyus, marilyn white, willye white, edith mcguire	USA	1
xavier dorfman, jean-christophe bette, yves hocde, laurent porchier	FRA	1
xenia stad-de jong, gerda van der kade-koudijs, nettie witziers-timmer, fanny blankers-koen	NED	1
xeno m?ller	SUI	2
xi aihua, tang bin, jin ziwei, zhang yangyang	CHN	1
xiang liu	CHN	1
xiaohong wang	CHN	1
xiaomin huang	CHN	1
ximena restrepo	COL	1
xiuyun zhang, mianying cao	CHN	1
xuanxu li	CHN	1
xuejuan luo	CHN	1
xu tianlongzi, zhou yafei, sun ye, pang jiaying, zhao jing	CHN	1
yana dementyeva, kateryna tarasenko, anastasiia kozhenkova, nataliya dovgodko	UKR	1
yana klochkova	UKR	5
yang sun	CHN	3
yang sun, yun hao, haiqi jiang, yunqi li	CHN	1
yannick agnel	FRA	1
yasuji miyazaki	JPN	1
yasuko tajima	JPN	1
yekaterina khodotovich	BLR	3
yelena dendeberova	URS	1
yelena khloptseva, yekaterina khodotovich, tatyana ustyuzhanina, antonina zelikovich	URS	1
yelena kruglova, alla grishchenkova, natalya strunnikova, elvira vasilkova	URS	1
yelena rudkovskaya	URS	1
yelena zhupiyeva	URS	1
yelyzaveta bryzgina, olesya povh, mariya ryemyen, hrystyna stuy	UKR	1
yevgeny arzhanov	URS	1
yevgeny gavrilenko	URS	1
yevgeny ivchenko	URS	1
yevgeny maskinsov	URS	1
yevgeny penyaev	URS	1
yevgeny sadovyi	URS	2
yevgeny seredin, sergey koplyakov, viktor kuznetsov, arsen miskarov	URS	1
ying lu	CHN	1
ying shan, huijue cai, yan chen, xue han	CHN	1
yi tang	CHN	1
yohan blake	JAM	2
yong zhuang	CHN	3
yong zhuang, wenyi yang, kun zhao, jingyi le, bin lu	CHN	1
yordanka donkova	BUL	2
yoshihiko osaki	JPN	1
yoshihiro okumura, tomomi morita, kosuke kitajima, takashi yamamoto	JPN	1
yoshinobu oyakawa	USA	1
yoshiyuki tsuruta	JPN	2
young-cho hwang	KOR	1
yrj? hietanen, kurt wires, lars glass?r, ingemar hedberg	SWE	1
yrj? kolehmainen	FIN	1
yuko arimori	JPN	2
yuko nakanishi	JPN	1
yulia sotnikova, irina privalova, olga kotlyarova, svetlana gontcharenko	RUS	1
yuliya bichyk, natallia helakh	BLR	1
yuliya bogdanova	URS	1
yuliya nesterenko	BLR	1
yuliya ryabchynskaya	URS	1
yuliya zaripova	RUS	1
yunxia qu	CHN	1
yuri lituyev	URS	1
yuriy borzakovskiy	RUS	1
yuriy cheban	UKR	2
yury bachurov, igor akhremchik, valentin morkovkin, anatoly tarabrin	URS	1
yury bashkatov, nikolay yevseyev, vladimir tkachenko, gennady prigoda	URS	1
yury lobanov, vasily yurchenko	URS	1
yury lobanov, vladislavas cesiunas	URS	1
yury lorentson, juozas jagelavicius, valentin kravchuk, vladimir sterlik, viktor suslin, aleksandr martyshkin, antanas bagdonavicius, vytautas briedis, zigmas jukna	URS	1
yury malyshev	URS	1
yury postrigay, alexander dyachenko	RUS	1
yury stetsenko, valery didenko, yury filatov, vladimir morozov	URS	1
yury tyukalov	URS	1
yury yakimov, vytautas butkus, yevgeny duleyev, aivars lazdenieks	URS	1
zachary zorn, kenneth walsh, mark spitz, stephen rerych	USA	1
zac purchase, mark hunter	GBR	1
zbigniew jaremski, jerzy pietrzyk, ryszard podlas, jan werner	POL	1
zdenek pecka, v?clav vochoska	CZE	1
zdzislaw krzyszkowiak	POL	1
zersenay tadesse	ERI	1
zhang lin	CHN	1
zhen wang	CHN	1
zhou chunxiu	CHN	1
zoltan kammerer, botond storcz	HUN	1
zoltan kammerer, tamas kulifai, daniel pauman, david toth	HUN	1
zolt?n bak?, istv?n szab?	HUN	1
zolt?n sztanity	HUN	1
zolt?n verraszt?	HUN	2
zolt?n von halmay	HUN	3
zolt?n von halmay, b?la von las torres, imre zach?r, j?zsef munk	HUN	1
zoran pancic, milorad stanulov	YUG	2
zsolt gyulai	HUN	2
zsolt gyulai, s?ndor h?dosi, ferenc csipes, attila ?brah?m	HUN	1
zuzana hejnova	CZE	1
